"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","dis","mod","annot"
"collagen degradation","collagen degradation","9/195","64/10821",1.95018942476563e-06,6.14431594924131e-05,4.36240865517338e-05,"ADAM17/COL1A1/COL1A2/MMP1/MMP12/MMP13/MMP2/MMP3/MMP9",9,"SCLERODERMA",9,"Extracellular matrix organization, coagulation and lipoprotein metabolism"
"diseases of immune system","diseases of immune system","6/195","24/10821",3.25666503232545e-06,9.04786502459115e-05,6.42390219190971e-05,"CD14/NFKB1/NFKB2/RELA/TLR3/TLR4",6,"SCLERODERMA",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"interferon gamma signaling","interferon gamma signaling","10/195","93/10821",6.32596368145986e-06,0.000168428783018869,0.000119582909943386,"HLA-DPB1/HLA-DRB1/HLA-DRB4/ICAM1/IFNG/IRF5/IRF7/NCAM1/TRIM21/VCAM1",10,"SCLERODERMA",8,"Interferon stimulated genes: interleukins and antigen presentation"
"extra nuclear estrogen signaling","extra nuclear estrogen signaling","9/195","75/10821",7.49778680210322e-06,0.000191643430661758,0.000136065099440273,"BCL2/CAV1/EGFR/ESR1/MAPK1/MAPK3/MMP2/MMP3/MMP9",9,"SCLERODERMA",4,"Signal transduction upon growth factor stimulation"
"interleukin 2 family signaling","interleukin 2 family signaling","7/195","44/10821",1.2072608964756e-05,0.000296707581864581,0.000210659694891087,"IL15/IL2/IL21/IL2RA/IL9/STAT3/STAT4",7,"SCLERODERMA",8,"Interferon stimulated genes: interleukins and antigen presentation"
"pi3k akt signaling in cancer","pi3k akt signaling in cancer","10/195","102/10821",1.44943283190468e-05,0.000343032436884108,0.000243549922242073,"CD19/CD28/EGFR/ESR1/FGF2/HGF/ICOS/KITLG/PDGFRA/PDGFRB",10,"SCLERODERMA",4,"Signal transduction upon growth factor stimulation"
"toll like receptor cascades","toll like receptor cascades","12/195","153/10821",2.00642148193783e-05,0.00045789404534224,0.000325100623577144,"CD14/IRF7/MAPK1/MAPK3/MAPK8/NFKB1/NFKB2/RELA/TLR3/TLR4/TLR8/TLR9",12,"SCLERODERMA",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"common pathway of fibrin clot formation","common pathway of fibrin clot formation","5/195","22/10821",3.70460257920478e-05,0.000816290016590294,0.000579558516020784,"F2/PF4/PRTN3/SERPINE2/THBD",5,"SCLERODERMA",9,"Extracellular matrix organization, coagulation and lipoprotein metabolism"
"signaling by tgf beta receptor complex","signaling by tgf beta receptor complex","8/195","73/10821",4.75322131300376e-05,0.000989190322704277,0.000702316166848766,"PARP1/SERPINE1/SMAD2/SMAD3/SMAD7/SP1/TGFB1/TGFBR1",8,"SCLERODERMA",7,"Response against viruses via TGF-SMAD signaling"
"cell surface interactions at the vascular wall","cell surface interactions at the vascular wall","13/195","194/10821",4.79888888948867e-05,0.000989190322704277,0.000702316166848766,"ANGPT2/CAV1/COL1A1/COL1A2/F2/FN1/ITGAL/MIF/MMP1/PF4/TGFB1/THBD/TNFRSF10B",13,"SCLERODERMA",9,"Extracellular matrix organization, coagulation and lipoprotein metabolism"
"growth hormone receptor signaling","growth hormone receptor signaling","5/195","24/10821",5.80665735708228e-05,0.00111893230639073,0.000794431799776635,"ADAM17/MAPK1/MAPK3/PRL/STAT3",5,"SCLERODERMA",8,"Interferon stimulated genes: interleukins and antigen presentation"
"purinergic signaling in leishmaniasis infection","purinergic signaling in leishmaniasis infection","5/195","24/10821",5.80665735708228e-05,0.00111893230639073,0.000794431799776635,"CTSG/IL1A/NFKB1/NFKB2/RELA",5,"SCLERODERMA",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"interleukin 12 family signaling","interleukin 12 family signaling","7/195","57/10821",6.8349915514007e-05,0.00118042151387704,0.000838088579986829,"IFNG/IL10/IL12A/IL12B/MIF/STAT3/STAT4",7,"SCLERODERMA",8,"Interferon stimulated genes: interleukins and antigen presentation"
"interferon signaling","interferon signaling","13/195","203/10821",7.65270110222385e-05,0.00128686210640027,0.000913660436304287,"EGR1/HLA-DPB1/HLA-DRB1/HLA-DRB4/ICAM1/IFNA1/IFNG/IRF5/IRF7/MAPK3/NCAM1/TRIM21/VCAM1",13,"SCLERODERMA",8,"Interferon stimulated genes: interleukins and antigen presentation"
"non integrin membrane ecm interactions","non integrin membrane ecm interactions","7/195","59/10821",8.55566652130884e-05,0.0013772465493716,0.000977832571911969,"COL1A1/COL1A2/FGF2/FN1/TGFB1/THBS1/TNC",7,"SCLERODERMA",9,"Extracellular matrix organization, coagulation and lipoprotein metabolism"
"downregulation of tgf beta receptor signaling","downregulation of tgf beta receptor signaling","5/195","26/10821",8.72713029379642e-05,0.0013772465493716,0.000977832571911969,"SMAD2/SMAD3/SMAD7/TGFB1/TGFBR1",5,"SCLERODERMA",7,"Response against viruses via TGF-SMAD signaling"
"signaling by tgfb family members","signaling by tgfb family members","9/195","102/10821",9.00038436987007e-05,0.0013772465493716,0.000977832571911969,"PARP1/SERPINE1/SMAD1/SMAD2/SMAD3/SMAD7/SP1/TGFB1/TGFBR1",9,"SCLERODERMA",7,"Response against viruses via TGF-SMAD signaling"
"gpcr ligand binding","gpcr ligand binding","21/195","463/10821",9.05232473765373e-05,0.0013772465493716,0.000977832571911969,"AGTR1/AGT/CCL13/CCL2/CCL3/CCL5/CCR2/CXCL10/CXCL12/CXCR3/CXCR4/EDN1/EDNRA/F2/HTR1A/HTR2A/CXCL8/PF4/PPBP/PTH/UTS2",21,"SCLERODERMA",3,"GPCR signaling: Wnt, metabotropic receptors, cytokine receptors"
"intracellular signaling by second messengers","intracellular signaling by second messengers","16/195","304/10821",0.000120760570312638,0.00179455824255292,0.00127412009313946,"CD19/CD28/EGFR/EGR1/ESR1/FGF2/HGF/ICOS/IL33/KITLG/MAPK1/MAPK3/PDGFRA/PDGFRB/PPARG/TRIB3",16,"SCLERODERMA",4,"Signal transduction upon growth factor stimulation"
"transcriptional activity of smad2 smad3 smad4 heterotrimer","transcriptional activity of smad2 smad3 smad4 heterotrimer","6/195","44/10821",0.000126562623191854,0.00183803445953624,0.00130498781329399,"PARP1/SERPINE1/SMAD2/SMAD3/SMAD7/SP1",6,"SCLERODERMA",7,"Response against viruses via TGF-SMAD signaling"
"transcriptional regulation of white adipocyte differentiation","transcriptional regulation of white adipocyte differentiation","8/195","84/10821",0.000130209811996643,0.00184897933035232,0.0013127585724106,"ADIPOQ/EP300/KLF5/NFKB1/RELA/PPARG/TGFB1/TNF",8,"SCLERODERMA",10,"NOTCH and FOXO mediated gene expression"
"elastic fibre formation","elastic fibre formation","6/195","45/10821",0.000143867571345493,0.00199850821934283,0.00141892272883084,"ELN/FBN1/FN1/LOX/TGFB1/TGFB2",6,"SCLERODERMA",9,"Extracellular matrix organization, coagulation and lipoprotein metabolism"
"caspase activation via death receptors in the presence of ligand","caspase activation via death receptors in the presence of ligand","4/195","16/10821",0.000157040405388958,0.00213508125624562,0.00151588834765153,"CD14/FAS/TLR4/TNFRSF10B",4,"SCLERODERMA",2,"Cell fate: apoptosis, senesence, differentiation"
"immunoregulatory interactions between a lymphoid and a non lymphoid cell","immunoregulatory interactions between a lymphoid and a non lymphoid cell","12/195","191/10821",0.000173309856433323,0.00230718746376861,0.00163808219567461,"CD19/CD226/CD247/CD40/CD40LG/COL1A1/COL1A2/ICAM1/ITGAL/LILRB1/SIGLEC1/VCAM1",12,"SCLERODERMA",8,"Interferon stimulated genes: interleukins and antigen presentation"
"esr mediated signaling","esr mediated signaling","13/195","221/10821",0.00017981024511682,0.00234487238019689,0.00166483814490546,"BCL2/CAV1/CXCL12/EGFR/EP300/ESR1/JUND/MAPK1/MAPK3/MMP2/MMP3/MMP9/SP1",13,"SCLERODERMA",4,"Signal transduction upon growth factor stimulation"
"interleukin 12 signaling","interleukin 12 signaling","6/195","47/10821",0.000184076912935211,0.002352502947312,0.00167025577842265,"IFNG/IL10/IL12A/IL12B/MIF/STAT4",6,"SCLERODERMA",8,"Interferon stimulated genes: interleukins and antigen presentation"
"rip mediated nfkb activation via zbp1","rip mediated nfkb activation via zbp1","4/195","17/10821",0.000202478130539225,0.00253693187087382,0.00180119864318691,"NFKB1/NFKB2/RELA/TLR3",4,"SCLERODERMA",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"smad2 smad3 smad4 heterotrimer regulates transcription","smad2 smad3 smad4 heterotrimer regulates transcription","5/195","32/10821",0.000244729994864936,0.00295061257959801,0.00209490819834732,"SERPINE1/SMAD2/SMAD3/SMAD7/SP1",5,"SCLERODERMA",7,"Response against viruses via TGF-SMAD signaling"
"tgf beta receptor signaling activates smads","tgf beta receptor signaling activates smads","5/195","32/10821",0.000244729994864936,0.00295061257959801,0.00209490819834732,"SMAD2/SMAD3/SMAD7/TGFB1/TGFBR1",5,"SCLERODERMA",7,"Response against viruses via TGF-SMAD signaling"
"gastrin creb signalling pathway via pkc and mapk","gastrin creb signalling pathway via pkc and mapk","4/195","18/10821",0.000256677103203691,0.00298475390810524,0.00211914823225987,"EGFR/MAPK1/MAPK3/MMP3",4,"SCLERODERMA",4,"Signal transduction upon growth factor stimulation"
"flt3 signaling","flt3 signaling","15/195","292/10821",0.000256903701010623,0.00298475390810524,0.00211914823225987,"EGFR/FGF2/FN1/HGF/IL2/IL2RA/KITLG/MAPK1/MAPK3/NCAM1/PDGFRA/PDGFRB/TLR9/TRIB3/VWF",15,"SCLERODERMA",4,"Signal transduction upon growth factor stimulation"
"toll like receptor tlr1 tlr2 cascade","toll like receptor tlr1 tlr2 cascade","8/195","97/10821",0.000353719274655769,0.00403045786144128,0.00286158856483188,"CD14/MAPK1/MAPK3/MAPK8/NFKB1/NFKB2/RELA/TLR4",8,"SCLERODERMA",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"costimulation by the cd28 family","costimulation by the cd28 family","7/195","74/10821",0.000359524410175513,0.00403045786144128,0.00286158856483188,"CD247/CD28/HLA-DPB1/HLA-DRB1/HLA-DRB4/ICOS/TRIB3",7,"SCLERODERMA",4,"Signal transduction upon growth factor stimulation"
"inflammasomes","inflammasomes","4/195","20/10821",0.00039509250147974,0.00427905268551786,0.00303808863760514,"BCL2/NFKB1/NFKB2/RELA",4,"SCLERODERMA",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"tnfr2 non canonical nf kb pathway","tnfr2 non canonical nf kb pathway","8/195","101/10821",0.000465283047297581,0.00480468407409524,0.00341128216116473,"CD40/CD40LG/NFKB2/RELB/TNF/TNFRSF11B/TNFSF13B/TNFSF4",8,"SCLERODERMA",2,"Cell fate: apoptosis, senesence, differentiation"
"toll like receptor 4 tlr4 cascade","toll like receptor 4 tlr4 cascade","9/195","127/10821",0.000473416179548349,0.00480468407409524,0.00341128216116473,"CD14/IRF7/MAPK1/MAPK3/MAPK8/NFKB1/NFKB2/RELA/TLR4",9,"SCLERODERMA",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"cd209 dc sign signaling","cd209 dc sign signaling","4/195","21/10821",0.000481220314150384,0.00480468407409524,0.00341128216116473,"EP300/NFKB1/RELA/RELB",4,"SCLERODERMA",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"signal transduction by l1","signal transduction by l1","4/195","21/10821",0.000481220314150384,0.00480468407409524,0.00341128216116473,"EGFR/MAPK1/MAPK3/NCAM1",4,"SCLERODERMA",4,"Signal transduction upon growth factor stimulation"
"zbp1 dai mediated induction of type i ifns","zbp1 dai mediated induction of type i ifns","4/195","21/10821",0.000481220314150384,0.00480468407409524,0.00341128216116473,"NFKB1/NFKB2/RELA/TLR3",4,"SCLERODERMA",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"molecules associated with elastic fibres","molecules associated with elastic fibres","5/195","38/10821",0.000558887050906774,0.00549428962352967,0.00390089585329263,"ELN/FBN1/FN1/TGFB1/TGFB2",5,"SCLERODERMA",9,"Extracellular matrix organization, coagulation and lipoprotein metabolism"
"activation of the ap 1 family of transcription factors","activation of the ap 1 family of transcription factors","3/195","10/10821",0.00062987863747955,0.00591900660807989,0.00420244106429855,"MAPK1/MAPK3/MAPK8",3,"SCLERODERMA",2,"Cell fate: apoptosis, senesence, differentiation"
"interleukin 21 signaling","interleukin 21 signaling","3/195","10/10821",0.00062987863747955,0.00591900660807989,0.00420244106429855,"IL21/STAT3/STAT4",3,"SCLERODERMA",8,"Interferon stimulated genes: interleukins and antigen presentation"
"signaling by ntrks","signaling by ntrks","9/195","134/10821",0.000699589453278557,0.00647880667601446,0.00459989404062636,"BDNF/CDK5/EGR1/EP300/JUND/MAPK1/MAPK3/NGF/STAT3",9,"SCLERODERMA",4,"Signal transduction upon growth factor stimulation"
"assembly of collagen fibrils and other multimeric structures","assembly of collagen fibrils and other multimeric structures","6/195","61/10821",0.000772621029528725,0.00695358926575852,0.00493698537771505,"COL1A1/COL1A2/LOX/MMP13/MMP3/MMP9",6,"SCLERODERMA",9,"Extracellular matrix organization, coagulation and lipoprotein metabolism"
"estrogen dependent nuclear events downstream of esr membrane signaling","estrogen dependent nuclear events downstream of esr membrane signaling","4/195","24/10821",0.00081902036920936,0.00726880577673307,0.00516078624457945,"BCL2/EGFR/MAPK1/MAPK3",4,"SCLERODERMA",4,"Signal transduction upon growth factor stimulation"
"mapk family signaling cascades","mapk family signaling cascades","15/195","327/10821",0.000841663279420957,0.00736743610342455,0.005230812882919,"EGFR/FGF2/FN1/HGF/IL2/IL2RA/IL6/KITLG/MAPK1/MAPK3/MMP2/NCAM1/PDGFRA/PDGFRB/VWF",15,"SCLERODERMA",4,"Signal transduction upon growth factor stimulation"
"regulated proteolysis of p75ntr","regulated proteolysis of p75ntr","3/195","11/10821",0.000854621930983505,0.0073797758634927,0.00523957400076658,"ADAM17/NFKB1/RELA",3,"SCLERODERMA",10,"NOTCH and FOXO mediated gene expression"
"neutrophil degranulation","neutrophil degranulation","19/195","479/10821",0.00103399209810525,0.00869369671959544,0.00617244590420169,"CD14/CTSG/DNAJC5/GLB1/HP/ITGAL/KRT1/LGALS3/MAPK1/MIF/MMP9/MPO/NFKB1/PPBP/PRTN3/PTX3/SERPINA1/TIMP2/VNN1",19,"SCLERODERMA",8,"Interferon stimulated genes: interleukins and antigen presentation"
"caspase activation via extrinsic apoptotic signalling pathway","caspase activation via extrinsic apoptotic signalling pathway","4/195","26/10821",0.00112033235214295,0.00909506806293315,0.00645741592146312,"CD14/FAS/TLR4/TNFRSF10B",4,"SCLERODERMA",2,"Cell fate: apoptosis, senesence, differentiation"
"gp1b ix v activation signalling","gp1b ix v activation signalling","3/195","12/10821",0.00112442938493227,0.00909506806293315,0.00645741592146312,"COL1A1/COL1A2/VWF",3,"SCLERODERMA",9,"Extracellular matrix organization, coagulation and lipoprotein metabolism"
"interleukin 35 signalling","interleukin 35 signalling","3/195","12/10821",0.00112442938493227,0.00909506806293315,0.00645741592146312,"IL12A/STAT3/STAT4",3,"SCLERODERMA",8,"Interferon stimulated genes: interleukins and antigen presentation"
"collagen formation","collagen formation","7/195","90/10821",0.00117215580553559,0.00936259449671551,0.00664735726560314,"COL1A1/COL1A2/LOX/MMP13/MMP3/MMP9/SERPINH1",7,"SCLERODERMA",9,"Extracellular matrix organization, coagulation and lipoprotein metabolism"
"signaling by interleukins","signaling by interleukins","91/342","462/10821",1.98660294399831e-48,1.48200579622274e-45,1.15013854652534e-45,"POMC/BCL2/CCL2/CCL3L1/CCR5/CDKN1A/CSF3/CXCL10/ELK1/FASLG/FCER2/FGF2/FN1/HAVCR2/HGF/HMGB1/HSP90AA1/HSP90B1/ICAM1/IFNG/IFNL1/IGHE/IGHG1/IL1A/IL10/IL10RA/IL12A/IL12B/IL13/IL15/IL17A/IL17F/IL18/IL18BP/IL1B/IL1F10/IL1RN/IL2/IL21/IL21R/IL22/IL23A/IL23R/IL27/IL2RA/IL3/IL33/IL34/IL37/IL4/IL5/IL6/IL6R/CXCL8/IL9/IRAK1/ITGAM/LCN2/LMNB1/LYN/MAPK8/MIF/MMP3/MMP9/MYD88/NFKB1/NFKB2/RELA/NOD2/PTK2B/RAG2/SAA1/SDC1/SIGIRR/SOCS1/STAT1/STAT3/STAT4/SOD1/SYK/TBK1/TGFB1/TNF/TNFRSF1A/TNFRSF1B/TP53/TRAF6/TYK2/VCAM1/VEGFA/VIM",91,"SYSTEMIC LUPUS ERYTHEMATOSUS",8,"Interferon stimulated genes: interleukins and antigen presentation"
"interleukin 4 and interleukin 13 signaling","interleukin 4 and interleukin 13 signaling","45/342","111/10821",7.25273369131723e-39,2.70526966686133e-36,2.09947554222341e-36,"POMC/BCL2/CCL2/CDKN1A/FASLG/FCER2/FGF2/FN1/HGF/HSP90AA1/HSP90B1/ICAM1/IGHE/IGHG1/IL1A/IL10/IL12A/IL12B/IL13/IL17A/IL17F/IL18/IL1B/IL23A/IL23R/IL4/IL6/IL6R/CXCL8/ITGAM/LCN2/MMP3/MMP9/SAA1/SOCS1/STAT1/STAT3/TGFB1/TNF/TNFRSF1B/TP53/TYK2/VCAM1/VEGFA/VIM",45,"SYSTEMIC LUPUS ERYTHEMATOSUS",8,"Interferon stimulated genes: interleukins and antigen presentation"
"interleukin 10 signaling","interleukin 10 signaling","22/342","46/10821",2.00247401588774e-21,4.97948538617418e-19,3.86442353943248e-19,"CCL2/CCL3L1/CCR5/CSF3/CXCL10/FCER2/ICAM1/IL1A/IL10/IL10RA/IL12A/IL12B/IL18/IL1B/IL1RN/IL6/CXCL8/STAT3/TNF/TNFRSF1A/TNFRSF1B/TYK2",22,"SYSTEMIC LUPUS ERYTHEMATOSUS",8,"Interferon stimulated genes: interleukins and antigen presentation"
"tnfs bind their physiological receptors","tnfs bind their physiological receptors","15/342","29/10821",1.20230523904074e-15,2.24229927081099e-13,1.74017863545371e-13,"CD27/CD70/FASLG/LTA/TNFRSF11B/TNFRSF13B/TNFRSF17/TNFRSF1A/TNFRSF1B/TNFRSF25/TNFRSF4/TNFRSF6B/TNFRSF9/TNFSF13B/TNFSF4",15,"SYSTEMIC LUPUS ERYTHEMATOSUS",2,"Cell fate: apoptosis, senesence, differentiation"
"interferon gamma signaling","interferon gamma signaling","22/342","93/10821",7.93493979224121e-14,1.18389301700239e-11,9.18782502259508e-12,"B2M/CD44/FCGR1A/HLA-DPB1/HLA-DRB1/HLA-DRB4/HLA-DRB5/HLA-E/HLA-G/ICAM1/IFNG/IRF1/IRF2/IRF3/IRF5/NCAM1/PRKCD/SOCS1/STAT1/TRIM21/TRIM68/VCAM1",22,"SYSTEMIC LUPUS ERYTHEMATOSUS",8,"Interferon stimulated genes: interleukins and antigen presentation"
"tnfr2 non canonical nf kb pathway","tnfr2 non canonical nf kb pathway","22/342","101/10821",4.88130522560856e-13,6.06908949717331e-11,4.71003135804335e-11,"CD27/CD40/CD40LG/CD70/FASLG/LTA/NFKB2/RELB/TNF/TNFRSF11B/TNFRSF12A/TNFRSF13B/TNFRSF13C/TNFRSF17/TNFRSF1A/TNFRSF1B/TNFRSF25/TNFRSF4/TNFRSF6B/TNFRSF9/TNFSF13B/TNFSF4",22,"SYSTEMIC LUPUS ERYTHEMATOSUS",2,"Cell fate: apoptosis, senesence, differentiation"
"interferon signaling","interferon signaling","30/342","203/10821",1.31965491697567e-12,1.40637509723407e-10,1.09144391629566e-10,"ADAR/B2M/CD44/FCGR1A/HLA-DPB1/HLA-DRB1/HLA-DRB4/HLA-DRB5/HLA-E/HLA-G/ICAM1/IFI27/IFNA1/IFNA17/IFNG/IRF1/IRF2/IRF3/IRF5/MX1/NCAM1/NUP62/PIN1/PRKCD/SOCS1/STAT1/TRIM21/TRIM68/TYK2/VCAM1",30,"SYSTEMIC LUPUS ERYTHEMATOSUS",8,"Interferon stimulated genes: interleukins and antigen presentation"
"interleukin 2 family signaling","interleukin 2 family signaling","14/342","44/10821",3.71160571403215e-11,2.79009984062702e-09,2.16530959834184e-09,"HAVCR2/IL15/IL2/IL21/IL21R/IL2RA/IL3/IL5/IL9/PTK2B/STAT1/STAT3/STAT4/SYK",14,"SYSTEMIC LUPUS ERYTHEMATOSUS",8,"Interferon stimulated genes: interleukins and antigen presentation"
"interleukin 1 family signaling","interleukin 1 family signaling","23/342","139/10821",5.83823011100596e-11,3.95938151164586e-09,3.07275269000314e-09,"HMGB1/IL1A/IL13/IL18/IL18BP/IL1B/IL1F10/IL1RN/IL33/IL37/IL4/IRAK1/MAPK8/MYD88/NFKB1/NFKB2/RELA/NOD2/SAA1/SIGIRR/STAT3/TBK1/TRAF6",23,"SYSTEMIC LUPUS ERYTHEMATOSUS",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"toll like receptor cascades","toll like receptor cascades","24/342","153/10821",7.05787396536153e-11,4.38764498179975e-09,3.40511463241127e-09,"CD14/CD180/ELK1/HMGB1/HSP90B1/IKBKE/IRAK1/IRF3/ITGAM/MAPK8/MYD88/NFKB1/NFKB2/RELA/NOD2/SAA1/SIGIRR/SOCS1/TBK1/TLR2/TLR4/TLR7/TLR9/TRAF6",24,"SYSTEMIC LUPUS ERYTHEMATOSUS",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"ddx58 ifih1 mediated induction of interferon alpha beta","ddx58 ifih1 mediated induction of interferon alpha beta","17/342","78/10821",2.29040199582976e-10,1.31433837606846e-08,1.02001708316305e-08,"ATG5/CASP10/HMGB1/IFIH1/IFNA1/IFNA17/IKBKE/IRF3/MAVS/NFKB1/NFKB2/RELA/PIN1/SAA1/TBK1/TNFAIP3/TRAF6",17,"SYSTEMIC LUPUS ERYTHEMATOSUS",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"toll like receptor 4 tlr4 cascade","toll like receptor 4 tlr4 cascade","21/342","127/10821",4.13048459776409e-10,2.13851952065739e-08,1.65963840321937e-08,"CD14/CD180/ELK1/HMGB1/IKBKE/IRAK1/IRF3/ITGAM/MAPK8/MYD88/NFKB1/NFKB2/RELA/NOD2/SAA1/SIGIRR/SOCS1/TBK1/TLR2/TLR4/TRAF6",21,"SYSTEMIC LUPUS ERYTHEMATOSUS",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"complement cascade","complement cascade","20/342","115/10821",4.2999722265229e-10,2.13851952065739e-08,1.65963840321937e-08,"C1R/C1S/C2/C3/C4A/C4B/C5AR1/CD19/CFH/CFI/CFP/CLU/CR1/CR2/CRP/F2/FCN2/FCN3/IGHG1/MBL2",20,"SYSTEMIC LUPUS ERYTHEMATOSUS",11,"Complement activation and cascade"
"interleukin 12 family signaling","interleukin 12 family signaling","14/342","57/10821",1.71115290857366e-09,7.97825043622468e-08,6.19167170865468e-08,"IFNG/IL10/IL12A/IL12B/IL23A/IL23R/IL27/LMNB1/MIF/STAT1/STAT3/STAT4/SOD1/TYK2",14,"SYSTEMIC LUPUS ERYTHEMATOSUS",8,"Interferon stimulated genes: interleukins and antigen presentation"
"platelet activation signaling and aggregation","platelet activation signaling and aggregation","29/342","261/10821",3.3927994473113e-09,1.48884022805543e-07,1.15544253623605e-07,"A2M/ALB/ANXA5/APOA1/APOH/CLU/EGF/F2/F5/FN1/GAS6/GNAQ/HGF/IGF1/LGALS3BP/LYN/PDGFB/PLG/PPBP/PRKCD/SERPINA1/SERPINE1/SOD1/SYK/TF/TGFB1/THPO/VEGFA/VWF",29,"SYSTEMIC LUPUS ERYTHEMATOSUS",9,"Extracellular matrix organization, coagulation and lipoprotein metabolism"
"neutrophil degranulation","neutrophil degranulation","40/342","479/10821",1.58263842621004e-08,6.55915703307049e-07,5.09035751120187e-07,"ACLY/B2M/C3/C5AR1/CAT/CD14/CD44/CFP/CHI3L1/CLEC4C/CR1/CST3/FCGR2A/FCGR3B/GPI/GRN/HMGB1/HSP90AA1/HSP90AB1/ITGAL/ITGAM/KRT1/LAIR1/LCN2/LGALS3/LTF/MIF/MMP9/MPO/NFKB1/PPBP/PRKCD/PTPRC/PTX3/RETN/SELL/SERPINA1/TLR2/TNFRSF1B/TYROBP",40,"SYSTEMIC LUPUS ERYTHEMATOSUS",8,"Interferon stimulated genes: interleukins and antigen presentation"
"purinergic signaling in leishmaniasis infection","purinergic signaling in leishmaniasis infection","9/342","24/10821",2.43650098685278e-08,9.5664722957483e-07,7.42424123417746e-07,"C3/HSP90AB1/IL1A/IL18/IL1B/NFKB1/NFKB2/RELA/NLRP3",9,"SYSTEMIC LUPUS ERYTHEMATOSUS",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
