"edge","Source","Target","year","count","pvalue","p.adjust","geneID","Count","logpadj","logpval","class_source","class_target","comparison","between","sim_paper"
"HEPATITIS B_HUMAN FLU","HEPATITIS B","HUMAN FLU",2018,0,1.03502331638978e-34,3.62258160736423e-33,"AICDA/AKT1/ALB/ATP6AP2/B2M/BCL2/BST2/CALR/CANX/CAV1/CCL2/CCL5/CCR5/CD274/CD28/CD34/CD36/CD79A/CD80/CD81/CD9/CDKN1B/CISH/CPOX/CRP/CSF2/CTNNB1/CXCL10/CXCR5/DDX58/DNAJB1/DR1/EGF/EGFR/EIF2AK2/ENPP3/ERVW-4/F2/F3/FAS/FASLG/FN1/FOXP3/GIF/HAVCR2/HGF/HLA-E/HMGB1/HMOX1/HP/HSP90AA1/HSPA4/HSPA8/ICAM1/IDO1/IFNA1/IFNB1/IFNG/IFNL3/IGHE/IGHM/IL1/IL10/IL12/IL15/IL17A/IL17RA/IL18/IL1B/IL2/IL21/IL22/IL2RA/IL32/IL33/IL4/IL6/IL7/IL8/IRF3/ISG15/JUN/KLRK1/LTF/MAPK8/MAVS/MBL2/MIR155/MIR223/MIR29C/MMP9/MPL/MSC/MX1/MYC/MYD88/NCR1/NF-KB/NFKB1/NOS2/NS2/PDCD1/PHGDH/PLK1/PPARA/PPARG/PPIA/PTGS2/PYCARD/RAF1/SPHK1/SPP1/STAT1/STAT3/SUPEROXIDE DISMUTASE/TBX21/TCIRG1/TGFB1/TLR2/TLR3/TLR4/TLR7/TLR9/TNF/TNFAIP3/TP53/TRIM25/UBIQUITIN/VHLL",129,74.6981211459317,78.2534692074211,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",78.2534692074211
"HEPATITIS B_SARCOIDOSIS","HEPATITIS B","SARCOIDOSIS",2018,0,4.79346227999748e-32,1.11847453199941e-30,"ADA/AKT1/ALB/B2M/CCL2/CCL5/CCR5/CD14/CD274/CD79A/CD80/CD8A/CRP/CSF2/CTLA4/CXCL10/EPO/FAS/FN1/FOXP3/GIF/HGF/HLA-DRB1/HLA-DRB4/HLA-E/HSPA4/ICAM1/IFNA1/IFNB1/IFNG/IGAN/IGHE/IGHM/IL1/IL10/IL12/IL17A/IL18/IL1B/IL2/IL23R/IL2RA/IL4/IL6/IL8/MMP9/MTOR/NF-KB/PDCD1/PPARG/PTH/SPP1/SST/STAT1/TBX21/TF/TGFB1/TLR2/TLR4/TLR9/TNF/TP53/VEGFA",63,68.965587057914,72.1154700112953,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",72.1154700112953
"HEPATITIS B_SYSTEMIC LUPUS ERYTHEMATOSUS","HEPATITIS B","SYSTEMIC LUPUS ERYTHEMATOSUS",2018,0,1.93420755771813e-31,3.38486322600672e-30,"ADA/AFP/AICDA/ALB/ANXA5/APOA1/APOH/APOM/B2M/BCL2/CALR/CCL2/CCR5/CD14/CD24/CD247/CD274/CD28/CD79A/CDKN1A/CFH/CRP/CTLA4/CXCL10/CXCR5/DNMT1/EGF/EPO/ESR1/EVA1C/F2/F3/FAS/FASLG/FN1/FOXP3/GH1/HAVCR2/HGF/HLA-DPB1/HLA-DRB1/HLA-DRB4/HLA-E/HMGB1/HSP90AA1/HSP90B1/HSPA4/HSPD1/ICAM1/ID1/IFNA1/IFNG/IFNL1/IGAN/IGHE/IGHM/IL1/IL10/IL12/IL12B/IL15/IL17A/IL18/IL1B/IL2/IL21/IL22/IL23A/IL23R/IL2RA/IL33/IL34/IL4/IL6/IL6R/IL8/IRF3/KLRK1/LTF/MAPK8/MAVS/MB21D1/MBL2/MIF/MIR146A/MIR155/MMP9/MS4A1/MSC/MTOR/MX1/MYD88/NCAM1/NF-KB/NFKB1/OCA2/PARP1/PDCD1/PIN1/PPARG/PTEN/RFX1/SERPINA1/SIRT1/SPP1/STAT1/STAT3/STAT4/SUPEROXIDE DISMUTASE/TBX21/TF/TG/TGFB1/TLR2/TLR4/TLR7/TLR9/TNF/TNFAIP3/TNFAIP8L2/TP53/VEGFA/XRCC1",123,67.8582392901799,70.7204401711094,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",70.7204401711094
"HEPATITIS B_ARTHRITIS","HEPATITIS B","ARTHRITIS",2018,0,2.26916613731628e-25,3.1768325922428e-24,"ADA/AIM2/AKT1/ALB/ANXA2/APOE/B2M/BCL2/BCL2L11/BIRC5/CALR/CCL2/CCL5/CCR5/CD14/CD274/CD28/CD38/CD79A/CD80/CDKN1A/CRP/CSF2/CTGF/CTHRC1/CTLA4/CXCL10/CXCR5/DPEP1/ELANE/ENPP2/EPO/ESR1/EVA1C/F2/F3/FAS/FASLG/FN1/FOXP3/GAPDH/GGTLC1/GH1/GSK3B/HLA-DRB1/HLA-DRB4/HLA-E/HMGB1/HMOX1/HP/HSPA4/HSPA5/HSPD1/ICAM1/IDO1/IFNA1/IFNB1/IFNG/IGHM/IL1/IL10/IL12/IL15/IL17A/IL17D/IL17RA/IL18/IL1B/IL2/IL21/IL22/IL23A/IL2RA/IL32/IL33/IL34/IL4/IL6/IL6R/IL7/IL7R/IL8/JUN/KLRK1/LGALS9/MAP3K7/MAPK8/MIF/MIR146A/MIR155/MMP9/MS4A1/MSC/MST1/MYD88/NF-KB/NFKB1/NOS2/NOTCH1/PARP1/PDCD1/PPARG/PTEN/PTGS2/PTH/PYCARD/SERPINA1/SIRT1/SOCS3/SPHK1/SPP1/SST/STAT1/STAT3/STEAP4/SUPEROXIDE DISMUTASE/TBX21/TCIRG1/TGFB1/THY1/TLR2/TLR3/TLR4/TLR7/TLR9/TNF/TNFAIP3/TP53/UBIQUITIN/VEGFA",130,54.1061575716179,56.7452149012331,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",56.7452149012331
"HEPATITIS B_MALARIA","HEPATITIS B","MALARIA",2018,0,3.60429693522789e-24,4.20501309109921e-23,"ADA/AICDA/AKT1/ALB/ANPEP/APOA1/APOE/ATP6AP2/CCL2/CCL5/CCR5/CD163/CD274/CD36/CD81/CFH/CRP/CSF2/CTLA4/CXCL10/DNAJC5/EGF/ENOSF1/EPO/F3/FASLG/FOXP3/GAPDH/HAMP/HAP1/HAVCR2/HBE1/HGF/HLA-C/HLA-DRB1/HLA-DRB4/HLA-E/HMGB1/HMOX1/HP/HSP90AA1/HSPA4/ICAM1/IFNA1/IFNB1/IFNG/IGHE/IGHM/IL1/IL10/IL12/IL12B/IL15/IL17A/IL17D/IL18/IL1B/IL2/IL22/IL2RA/IL33/IL4/IL6/IL8/INS/KIR3DL1/LAG3/LGALS9/MBL2/MIF/MMP9/MS4A1/MTOR/NF-KB/NOS2/NPCDR1/NPPC/PDCD1/PPARG/PYCARD/SERPINA1/STAT3/SUPEROXIDE DISMUTASE/TBX21/TF/TGFB1/TLR2/TLR3/TLR4/TLR9/TMEM173/TNF/TP53/VEGFA",94,51.5231797322208,53.9799155050421,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",53.9799155050421
"HEPATITIS B_BEHCET SYNDROME","HEPATITIS B","BEHCET SYNDROME",2018,0,4.03432494049966e-23,4.03432494049966e-22,"ADA/CCL2/CD28/CRP/CXCL10/EGF/ESR1/EVA1C/F2/FAS/HLA-DRB4/HLA-E/HMGB1/HMOX1/HSPD1/ICAM1/IFNA1/IFNA2/IFNG/IL1/IL10/IL12/IL12B/IL15/IL17A/IL17D/IL18/IL1B/IL2/IL23A/IL23R/IL2RA/IL33/IL4/IL6/IL8/MBL2/MIF/SPP1/STAT4/SUPEROXIDE DISMUTASE/TBX21/TGFB1/TLR2/TLR4/TNF/VEGFA",47,49.2620330591349,51.5646181521289,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",51.5646181521289
"HEPATITIS B_CLASSICAL DENGUE FEVERS","HEPATITIS B","CLASSICAL DENGUE FEVERS",2018,0,3.95280630594608e-22,3.45870551770282e-21,"ADA/AGO2/AKT1/ALB/APOA1/BST2/CALR/CCL5/CD14/CD79A/CRP/CSF2/CXCL10/DDX3X/DDX46/DDX58/DNAJC5/EIF2AK2/EVA1C/F2/F3/HLA-DRB1/HLA-DRB4/HLA-E/HMGB1/HMOX1/HNRNPK/HSP90AA1/HSPA4/HSPA5/HSPD1/IFNA1/IFNB1/IFNG/IFNL1/IGHM/IL10/IL12/IL17A/IL18/IL1B/IL2/IL4/IL6/IL7/IL8/IRF3/ISG15/JUN/LGALS9/LTF/MAPK8/MAVS/MBL2/MIF/MIR122/MIR146A/MIR223/MYD88/NF-KB/NOS2/PTGS2/PYCARD/RAF1/SDC2/SPHK1/STAT1/STAT3/TLR2/TLR3/TLR4/TLR7/TMEM173/TNF/TP53/UBIQUITIN/VEGFA/VHLL",78,47.1133925616402,49.2824462620097,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",49.2824462620097
"HEPATITIS B_HELICOBACTER PYLORI INFECTION","HEPATITIS B","HELICOBACTER PYLORI INFECTION",2018,0,8.49334802655613e-22,6.6059373539881e-21,"AKT1/BIRC3/CD14/CD274/CD79A/CDH1/CDKN2A/CRP/CTNNB1/EGFR/HSP90AA1/HSPA4/IFNA1/IFNG/IL10/IL17A/IL1B/IL21/IL22/IL23A/IL2RA/IL33/IL4/IL6/IL8/JUN/MBL2/MIR155/MIR210/MIR223/MIR30B/MMP9/NF-KB/NFKB1/NOS2/PPARG/PTGS2/STAT3/TLR2/TLR4/TLR9/TNF/TP53/VEGFA",44,46.4663181091502,48.5175887738634,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",48.5175887738634
"HEPATITIS B_CHRONIC ULCERATIVE COLITIS","HEPATITIS B","CHRONIC ULCERATIVE COLITIS",2018,0,2.37493243431479e-21,1.66245270402035e-20,"AKT1/ALB/BCL2/BECN1/CD14/CD79A/CDH1/CDKN1A/CRP/CTLA4/CTNNB1/CXCL10/EGF/ESR1/F2/FAS/FOXP3/GH1/HGF/HLA-DRB1/HLA-DRB4/HMGB1/HSPA4/HSPD1/ICAM1/IFNB1/IFNG/IGAN/IGHE/IL1/IL10/IL12/IL17A/IL17RA/IL1B/IL2/IL21/IL22/IL23A/IL23R/IL2RA/IL33/IL4/IL6/IL7R/IL8/KLRK1/LTF/MAPK8/MIF/MIR146A/MIR155/MIR29A/MMP9/MSC/MST1/NF-KB/NFKB1/NOS2/PPARG/PRMT5/PTGS2/REG1A/SERPINA1/SOCS3/SST/STAT1/STAT3/STAT4/SUPEROXIDE DISMUTASE/TBC1D9/TBX21/TGFB1/TLR2/TLR3/TLR4/TLR9/TNF/TP53/VEGFA",80,45.5434078154473,47.4893179645026,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",47.4893179645026
"HEPATITIS B_RESPIRATORY SYNCYTIAL VIRUS INFECTION","HEPATITIS B","RESPIRATORY SYNCYTIAL VIRUS INFECTION",2018,0,1.11293917358115e-18,6.49214517922337e-18,"CCL2/CCL5/CD79A/CXCL10/DDX58/EIF2AK2/FAS/HLA-E/ICAM1/IFNA1/IFNB1/IFNG/IGHE/IL10/IL12/IL17A/IL18/IL1B/IL2/IL33/IL4/IL6/IL8/IRF3/LTF/MAVS/MMP9/NF-KB/NFKB1/NS2/PDCD1/PYCARD/SPP1/STAT1/TGFB1/TLR3/TLR4/TLR7/TNF/VHLL",40,39.575938661702,41.3395272539633,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",41.3395272539633
"HEPATITIS B_PARKINSON'S DISEASE","HEPATITIS B","PARKINSON'S DISEASE",2018,0,2.80902068093711e-07,4.91578619163994e-07,"AAVS1/AKT1/ALB/ALDH1A1/APOB/APOE/BCL2/BECN1/CCL2/CCL5/CD163/CP/CREB1/CRP/CSF2/CTNNB1/CXCL10/DNAJB1/EGF/EGFR/EPO/ESR1/F2/FAS/FASLG/FOXA2/GAPDH/GDF15/GH1/GSK3B/HGF/HMGB1/HMOX1/HP/HSPA4/HSPA8/HSPA9/IFNG/IL1/IL10/IL1B/IL6/INS/MAPK8/MIF/MIR221/MMP9/MSC/MTOR/NF-KB/NFKB1/NOS2/OPN1SW/PARP1/PPARA/PPARG/PPARGC1A/PRKAA1/PTEN/PTGS2/SIRT1/SIRT2/SOD2/SP1/SPP1/SST/SUPEROXIDE DISMUTASE/TBC1D9/TF/TFRC/TGFB1/TLR2/TLR4/TNF/TP53/UBIQUITIN/VEGFA",77,14.5256439525437,15.0852597404792,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",15.0852597404792
"HEPATITIS B_DEMENTIA","HEPATITIS B","DEMENTIA",2018,0,0.00023057574546622,0.000310390426589142,"ALB/APOA1/APOE/B2M/CCL2/CCR5/CD79A/CRP/CXCL10/DNMT1/EPO/GDF15/GH1/HGF/HP/IL10/IL15/IL1B/IL6/IL8/MMP9/NF-KB/OPN1SW/PPARG/PSEN2/PTH/SST/SUPEROXIDE DISMUTASE/TF/TNF/TP53/TTR/UBIQUITIN/VEGFA",34,8.077679612305,8.37493113577293,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",8.37493113577293
"HEPATITIS B_DEPRESSION","HEPATITIS B","DEPRESSION",2018,0,0.00122576011410845,0.0015053194383788,"AKT1/ALB/APOB/APOE/AR/BCL2/CCL2/CDKN1A/CREB1/CRP/CTNNB1/EPO/ESR1/GH1/GIF/GSK3B/HGF/HMGB1/HSPA4/ICAM1/IDO1/IFNA1/IFNA2/IFNB1/IFNG/IGFBP7/IL1/IL10/IL12/IL17A/IL18/IL1B/IL2/IL2RA/IL6/IL8/MIF/MIR132/MTOR/NCAM1/NF-KB/NOS2/OPN1SW/OXT/PDLIM5/PPARG/PSMB8/PTGS2/PTH/PYCARD/RAC1/S100A10/SIRT1/SIRT2/SST/STAT3/TBX21/TERT/TGFB1/TLR3/TLR4/TNF/TTR/VEGFA",64,6.49875015188896,6.70419412610377,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",6.70419412610377
"HEPATITIS B_HUNTINGTON DISEASE","HEPATITIS B","HUNTINGTON DISEASE",2018,0,0.0052253666862967,0.00609626113401281,"AKT1/APOE/CREB1/CTNNB1/FASLG/GAPDH/GH1/GSK3B/HAP1/HP/HSPA4/IL6/MAPK8/MTOR/NF-KB/NFKB1/PPARG/PPARGC1A/PRKAA1/SIRT1/SIRT2/SP1/SST/SUPEROXIDE DISMUTASE/TGFB1/TNF/TP53/UBIQUITIN",28,5.10007962457091,5.25423030439817,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",5.25423030439817
"HEPATITIS B_AUTISM","HEPATITIS B","AUTISM",2018,0,0.00570956307130522,0.00655195762280927,"ADA/AKT1/ALDH1A1/APOB/APOE/AR/BCL2/CCL2/CD34/CD38/CD79A/CP/CRP/CTNNB1/EBP/EGF/ESR1/GH1/GSK3B/HGF/HLA-DRB1/HLA-DRB4/HMGB1/IFNG/IGF2/IL12/IL17A/IL18/IL23A/IL6/IL8/INS/JUN/MMP9/MTOR/NF-KB/NFKB1/OCA2/OXT/PPARGC1A/PTEN/PYCARD/SDC2/SP1/SPP1/SUPEROXIDE DISMUTASE/TF/TGFB1/TNF/TP53/UBIQUITIN",51,5.02799140027749,5.16561277815354,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",5.16561277815354
"HEPATITIS C_HEPATITIS B","HEPATITIS C","HEPATITIS B",2018,0,1.56921114457072e-48,1.09844780119951e-46,"AAVS1/AFP/AGO2/AICDA/AKT1/ALB/ANXA2/APOB/APOBEC3G/APOE/ATP6AP2/BCL2/BST2/CCL2/CCL5/CCR5/CD274/CD28/CD34/CD36/CD79A/CD81/CD8A/CD9/CDH1/CDKN1A/CDKN2A/CISH/CRP/CSF2/CTLA4/CTNNB1/CXCL10/DDX3X/DDX46/DDX5/DDX58/EDEM1/EGFR/EIF2AK2/ENPP2/EPO/ESR1/F2/FAS/FASLG/FOXO1/FOXP3/GAPDH/GDF15/GGTLC1/GIF/GOLPH3/HAMP/HAVCR2/HGF/HGS/HLA-C/HLA-DRB1/HLA-DRB4/HLA-E/HMGB1/HMOX1/HNF4A/HNRNPK/HP/HSP90AA1/HSP90B1/HSPA5/HSPA8/IFIT1/IFNA1/IFNA2/IFNB1/IFNG/IFNL1/IFNL3/IGAN/IGF2/IGHM/IL1/IL10/IL12/IL17A/IL17D/IL18/IL1B/IL2/IL21/IL22/IL23A/IL2RA/IL4/IL6/IL7/IL7R/IL8/IRF3/IRF9/ISG15/JUN/KIR2DL3/KIR3DL1/KLRK1/LGALS9/LTF/MAPK8/MAVS/MBL2/MIR122/MIR130A/MIR141/MIR146A/MIR155/MIR34A/MIR373/MMP9/MTOR/MTTP/MX1/MYC/NCAM1/NCR1/NF-KB/NFKB1/NOS2/NR0B2/NR1H4/NS2/PARP1/PDCD1/PIN1/PLSCR1/PPARA/PPARGC1A/PPIA/PSMA7/PTEN/PTGS2/RAF1/SDC2/SLC10A1/SOCS3/SP1/SPP1/STAT1/STAT3/SUPEROXIDE DISMUTASE/TAPBP/TBX21/TFRC/TGFB1/TLR2/TLR3/TLR4/TLR7/TLR9/TNF/TNFAIP3/TNFAIP8L2/TP53/TRIM22/TRIM25/UBIQUITIN/USP18/VEGFA/WNT1",167,105.825016184265,110.073511426315,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",110.073511426315
"HEPATITIS C_HUMAN FLU","HEPATITIS C","HUMAN FLU",2018,0,1.26150316106047e-37,4.41526106371166e-36,"ADAR/AICDA/AKT1/ALB/AREG/ATG7/ATP6AP2/BCL2/BST2/CASP1/CASP3/CCL2/CCL5/CCR5/CD209/CD27/CD274/CD28/CD34/CD36/CD4/CD40/CD40LG/CD59/CD79A/CD81/CD86/CD9/CDC42/CES1/CISH/CR2/CRP/CSF2/CSF3/CTNNB1/CXCL10/CXCR3/DDX58/DHX9/DNAJC3/DPP4/DYT10/EGFR/EIF2AK2/EIF2S1/EIF4G1/EXOSC2/F2/FAS/FASLG/FOXP3/GIF/HAVCR2/HGF/HLA-A/HLA-E/HMGB1/HMOX1/HNRNPA1/HP/HRAS/HSP90AA1/HSPA8/HSPB3/HTL/IFI27/IFNA1/IFNAR1/IFNB1/IFNG/IFNL3/IGHM/IL1/IL10/IL12/IL17A/IL18/IL1B/IL2/IL21/IL22/IL27/IL2RA/IL37/IL4/IL6/IL7/IL8/ILF3/IRF3/IRF7/ISG15/JUN/KLRK1/LTA/LTF/MAP2K1/MAP2K7/MAPK8/MAVS/MBL2/MBTPS1/MIR155/MMP9/MPO/MRAP/MX1/MYC/NCR1/NDRG1/NFE2L2/NF-KB/NFKB1/NOS2/NS2/PDCD1/PPARA/PPIA/PROC/PTGS2/RAF1/RNASEL/RSAD2/RTN1/SDC1/SMOC1/SOCS1/SPP1/STAT1/STAT3/SUPEROXIDE DISMUTASE/TBX21/TGFB1/TH1L/TLR2/TLR3/TLR4/TLR7/TLR8/TLR9/TNF/TNFAIP3/TP53/TRAF6/TRIM25/TSLP/TXN/UBIQUITIN",149,81.4079963843994,84.9633444458888,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",84.9633444458888
"HEPATITIS C_CLASSICAL DENGUE FEVERS","HEPATITIS C","CLASSICAL DENGUE FEVERS",2018,0,4.57512887732295e-37,1.06753007137535e-35,"ABL1/ADAR/AGO2/AKT1/ALB/ATG5/BCL2L1/BST2/CASP1/CASP3/CCL5/CD209/CD40LG/CD79A/CDC42/CLDN1/CLEC4M/CNBP/CRP/CSF2/CXCL10/CXCR3/DDX3X/DDX46/DDX58/DDX6/DYT10/EIF2AK2/EIF2S1/F2/FASN/GBP1/HLA-A/HLA-DRB1/HLA-DRB4/HLA-E/HMGB1/HMOX1/HNRNPK/HSP90AA1/HSPA5/HSPB3/IFI6/IFIH1/IFNA1/IFNB1/IFNG/IFNL1/IGHM/IL10/IL12/IL17A/IL18/IL1B/IL2/IL4/IL6/IL7/IL8/ILF3/IRF3/IRF7/ISG15/ITIH4/JUN/KRAS/LGALS9/LTF/MAPK8/MAVS/MBL2/MIR122/MIR146A/NFE2L2/NF-KB/NOS2/OAS1/OAS3/PHB/PTBP1/PTGS2/RAB18/RAF1/RBM45/RNASE1/RSAD2/SCARB1/SDC2/SERPINE1/SQSTM1/STAT1/STAT2/STAT3/TLR2/TLR3/TLR4/TLR6/TLR7/TNF/TNFSF13B/TP53/UBIQUITIN/VEGFA/VIM/XRN1/YBX1/ZC3H12A",107,80.5251306191611,83.6750135725423,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",83.6750135725423
"HEPATITIS C_SYSTEMIC LUPUS ERYTHEMATOSUS","HEPATITIS C","SYSTEMIC LUPUS ERYTHEMATOSUS",2018,0,8.859367896525e-29,1.55038938189187e-27,"ADAR/ADIPOQ/ADM/AFP/AICDA/ALB/ATG5/BCL2/C4A/C9ORF3/CCL2/CCR5/CD19/CD27/CD274/CD28/CD40/CD40LG/CD44/CD5/CD79A/CDKN1A/CHI3L1/CR2/CRP/CSF3/CTLA4/CXCL10/CXCL12/CXCR3/CXCR4/CYP2D6/DHX9/EMB/EPO/ESR1/F2/FAS/FASLG/FCN2/FOXP3/FUT1/GSTM1/HAVCR2/HGF/HLA-DRB1/HLA-DRB4/HLA-E/HLA-G/HMGB1/HSP90AA1/HSP90B1/IFI27/IFIH1/IFNA1/IFNG/IFNL1/IGAN/IGHM/IKBKE/IL1/IL10/IL12/IL17A/IL18/IL1B/IL2/IL21/IL22/IL23A/IL27/IL2RA/IL37/IL4/IL6/IL8/IRAK1/IRF1/IRF3/IRF5/KLRK1/LEP/LGALS3BP/LPL/LTA/LTF/LY9/MAPK8/MAVS/MBL2/MIR146A/MIR155/MIR21/MMP9/MPO/MTOR/MX1/NCAM1/NF-KB/NFKB1/PARP1/PDCD1/PIN1/PROC/PTEN/RBM45/RETN/SAA1/SDC1/SERPINE1/SOCS1/SPP1/SSB/STAT1/STAT3/SUPEROXIDE DISMUTASE/TBX21/TGFB1/THPO/TLR2/TLR4/TLR7/TLR9/TNF/TNFAIP3/TNFAIP8L2/TNFRSF1A/TNFRSF25/TNFSF13B/TP53/TPO/TRAF6/VEGFA/VIM",134,61.7312913973333,64.5934922782627,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",64.5934922782627
"HEPATITIS C_SARCOIDOSIS","HEPATITIS C","SARCOIDOSIS",2018,0,9.21575222582218e-27,1.2902053116151e-25,"AKT1/ALB/CCL2/CCL5/CCR5/CD274/CD4/CD79A/CD86/CD8A/CHI3L1/CRP/CSF2/CTLA4/CXCL10/EPO/FAS/FOXP3/GIF/HGF/HIF1A/HLA-B/HLA-DRB1/HLA-DRB4/HLA-E/HLA-G/IFNA1/IFNB1/IFNG/IGAN/IGHM/IL1/IL10/IL12/IL17A/IL18/IL1B/IL2/IL27/IL2RA/IL4/IL6/IL8/MMP2/MMP9/MTOR/NF-KB/PDCD1/RBM45/SAA1/SPP1/STAT1/TBX21/TGFB1/TLR2/TLR4/TLR9/TNF/TNFRSF25/TNFSF13B/TP53/VEGFA/VIM",63,57.3098259628508,59.9488832924661,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",59.9488832924661
"HEPATITIS C_WEST NILE VIRAL INFECTION","HEPATITIS C","WEST NILE VIRAL INFECTION",2018,0,1.14833546028182e-21,1.20707635995724e-20,"ATP6AP2/CCL5/CCR5/CD209/CLEC4M/CXCL10/CXCR3/DDX3X/DDX58/DDX6/EIF2AK2/HAVCR2/HLA-A/HLA-B/HLA-E/IFIH1/IFIT1/IFNA1/IFNA2/IFNAR1/IFNB1/IFNG/IGHM/IL1/IL10/IL17A/IL1B/IL22/IRF1/IRF3/IRF7/KRAS/MAVS/MBL2/MMP9/MTOR/OAS1/PTGS2/RAF1/RNASEL/RSAD2/SPP1/STAT1/TLR3/TLR7/TNF/UBIQUITIN",47,45.8635006555104,48.2159734848744,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",48.2159734848744
"HEPATITIS C_CHRONIC ULCERATIVE COLITIS","HEPATITIS C","CHRONIC ULCERATIVE COLITIS",2018,0,1.20707635995724e-21,1.20707635995724e-20,"ADIPOQ/ADM/AKT1/ALB/BCL2/CABIN1/CD44/CD79A/CDH1/CDKN1A/CLDN1/CNR1/CRP/CSF3/CTLA4/CTNNB1/CXCL10/CXCR3/ELAVL1/ESR1/EXOSC1/F2/FAS/FOXO3/FOXP3/HGF/HIF1A/HLA-DRB1/HLA-DRB4/HLA-G/HMGB1/IFNB1/IFNG/IGAN/IKBKB/IL1/IL10/IL12/IL17A/IL1B/IL2/IL21/IL22/IL23A/IL27/IL2RA/IL37/IL4/IL6/IL7R/IL8/IRAK1/KIAA0101/KLRK1/KRAS/LTF/MAPK8/MIR146A/MIR155/MIR192/MIR21/MIR499A/MMP9/MPO/MRAP/NFE2L2/NF-KB/NFKB1/NOS2/PTGS2/RBM45/S100B/SDC1/SOCS1/SOCS3/STAT1/STAT3/STAT6/SUPEROXIDE DISMUTASE/TBX21/TGFB1/TLR2/TLR3/TLR4/TLR9/TNF/TNFRSF25/TP53/TXN/VEGFA",90,45.8635006555104,48.1660857485045,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",48.1660857485045
"HEPATITIS C_PSORIASIS","HEPATITIS C","PSORIASIS",2018,0,4.8644691007428e-21,4.25641046314995e-20,"ADIPOQ/AKR1B10/AKT1/ALB/APOE/AREG/BCL2/CABIN1/CCL2/CCL5/CCR5/CD19/CD1A/CD274/CD28/CD4/CD40LG/CD79A/CDKN2A/CHI3L1/CRP/CSF2/CTNNB1/CXCL10/CXCR3/CXCR4/DPP4/DYT10/EGFR/FAS/FASLG/FOXP3/HAMP/HIF1A/HLA-B/HLA-C/HLA-DRB1/HLA-DRB4/HLA-E/HLA-G/HMGB1/HMOX1/HP/HSPB3/IFIH1/IFNA1/IFNB1/IFNG/IGAN/IL1/IL10/IL12/IL17A/IL18/IL1B/IL2/IL21/IL22/IL23A/IL27/IL2RA/IL37/IL4/IL6/IL8/IRAK1/JUN/KIR3DL1/LEP/LPA/MAPK3/MBTPS1/MIR146A/MIR155/MIR21/MIR491/MMP9/MPO/MTOR/NFE2L2/NF-KB/NFKB1/NOS2/OCLN/OSM/PDCD1/PML/PPARA/PTGS2/RETN/S100B/SERPINE1/SMAD7/SOCS3/SPP1/STAT3/SUPEROXIDE DISMUTASE/TGFB1/TLR2/TLR3/TLR4/TLR7/TLR8/TLR9/TNF/TNFAIP3/TNFRSF1A/TP53/TRAF6/TSLP/VEGFA",111,44.6032756690826,46.7723293694522,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",46.7723293694522
