"Id","Label","Class"
"RNLS","RNLS","Gene"
"TCN2","TCN2","Gene"
"SLC52A2","SLC52A2","Gene"
"TPK1","TPK1","Gene"
"VKORC1L1","VKORC1L1","Gene"
"LRP10","LRP10","Gene"
"BCO2","BCO2","Gene"
"AKR1B10","AKR1B10","Gene"
"APOM","APOM","Gene"
"PRSS1","PRSS1","Gene"
"GPC2","GPC2","Gene"
"NAXD","NAXD","Gene"
"APOC2","APOC2","Gene"
"NFS1","NFS1","Gene"
"SLC5A8","SLC5A8","Gene"
"THTPA","THTPA","Gene"
"GPIHBP1","GPIHBP1","Gene"
"ACACA","ACACA","Gene"
"M6PR","M6PR","Gene"
"PIK3C2A","PIK3C2A","Gene"
"DTNBP1","DTNBP1","Gene"
"TFRC","TFRC","Gene"
"PICALM","PICALM","Gene"
"TPD52","TPD52","Gene"
"AP4E1","AP4E1","Gene"
"FTL","FTL","Gene"
"SNX5","SNX5","Gene"
"NECAP1","NECAP1","Gene"
"AP4S1","AP4S1","Gene"
"CTSZ","CTSZ","Gene"
"BLOC1S6","BLOC1S6","Gene"
"NAPA","NAPA","Gene"
"DNASE2","DNASE2","Gene"
"GBF1","GBF1","Gene"
"CPD","CPD","Gene"
"RAB5C","RAB5C","Gene"
"SH3D19","SH3D19","Gene"
"TPD52L1","TPD52L1","Gene"
"CLINT1","CLINT1","Gene"
"DNAJC6","DNAJC6","Gene"
"VAMP7","VAMP7","Gene"
"SNX9","SNX9","Gene"
"CHMP2A","CHMP2A","Gene"
"HIP1R","HIP1R","Gene"
"AP3B1","AP3B1","Gene"
"TBC1D8B","TBC1D8B","Gene"
"SORT1","SORT1","Gene"
"AP4B1","AP4B1","Gene"
"PUM1","PUM1","Gene"
"BLOC1S1","BLOC1S1","Gene"
"GNS","GNS","Gene"
"ARRB1","ARRB1","Gene"
"APP","APP","Gene"
"SNAPIN","SNAPIN","Gene"
"CLVS2","CLVS2","Gene"
"TGOLN2","TGOLN2","Gene"
"FTH1","FTH1","Gene"
"GOLGB1","GOLGB1","Gene"
"CLVS1","CLVS1","Gene"
"AP3S1","AP3S1","Gene"
"GAK","GAK","Gene"
"YIPF6","YIPF6","Gene"
"ACBD3","ACBD3","Gene"
"HGS","HGS","Gene"
"BLOC1S4","BLOC1S4","Gene"
"BLOC1S3","BLOC1S3","Gene"
"IGF2R","IGF2R","Gene"
"SNX2","SNX2","Gene"
"AP1G2","AP1G2","Gene"
"VAMP2","VAMP2","Gene"
"AP4M1","AP4M1","Gene"
"TXNDC5","TXNDC5","Gene"
"F7","F7","Gene"
"F9","F9","Gene"
"GGCX","GGCX","Gene"
"PROC","PROC","Gene"
"F10","F10","Gene"
"PROZ","PROZ","Gene"
"F2","F2","Gene"
"GAS6","GAS6","Gene"
"PROS1","PROS1","Gene"
"BGLAP","BGLAP","Gene"
"E2F2","E2F2","Gene"
"CDK11A","CDK11A","Gene"
"NCAPD2","NCAPD2","Gene"
"MNAT1","MNAT1","Gene"
"PHF20","PHF20","Gene"
"NCAPH2","NCAPH2","Gene"
"VRK2","VRK2","Gene"
"TUBG2","TUBG2","Gene"
"OFD1","OFD1","Gene"
"RSF1","RSF1","Gene"
"SDCCAG8","SDCCAG8","Gene"
"WAPL","WAPL","Gene"
"TP53BP1","TP53BP1","Gene"
"HMMR","HMMR","Gene"
"FBXW11","FBXW11","Gene"
"GTSE1","GTSE1","Gene"
"PCM1","PCM1","Gene"
"CDC14A","CDC14A","Gene"
"PDS5B","PDS5B","Gene"
"UIMC1","UIMC1","Gene"
"AURKA","AURKA","Gene"
"TPX2","TPX2","Gene"
"PCBP4","PCBP4","Gene"
"HAUS4","HAUS4","Gene"
"VRK1","VRK1","Gene"
"GINS1","GINS1","Gene"
"NINL","NINL","Gene"
"PTK6","PTK6","Gene"
"CDC25B","CDC25B","Gene"
"LPIN2","LPIN2","Gene"
"CEP76","CEP76","Gene"
"CEP192","CEP192","Gene"
"EMD","EMD","Gene"
"CCP110","CCP110","Gene"
"CEP152","CEP152","Gene"
"OIP5","OIP5","Gene"
"RAB2A","RAB2A","Gene"
"PIAS4","PIAS4","Gene"
"FZR1","FZR1","Gene"
"BABAM1","BABAM1","Gene"
"CDK6","CDK6","Gene"
"CEP41","CEP41","Gene"
"NSD2","NSD2","Gene"
"NCAPG","NCAPG","Gene"
"CCND1","CCND1","Gene"
"CEP164","CEP164","Gene"
"FOXM1","FOXM1","Gene"
"FBXO5","FBXO5","Gene"
"RNF8","RNF8","Gene"
"E2F3","E2F3","Gene"
"CEP72","CEP72","Gene"
"KIF20A","KIF20A","Gene"
"RAD1","RAD1","Gene"
"SMC4","SMC4","Gene"
"CEP70","CEP70","Gene"
"GORASP1","GORASP1","Gene"
"GORASP2","GORASP2","Gene"
"SUMO1","SUMO1","Gene"
"ALMS1","ALMS1","Gene"
"BLZF1","BLZF1","Gene"
"NEK2","NEK2","Gene"
"CCND2","CCND2","Gene"
"SET","SET","Gene"
"CNTRL","CNTRL","Gene"
"NEK6","NEK6","Gene"
"NEK9","NEK9","Gene"
"MASTL","MASTL","Gene"
"TMPO","TMPO","Gene"
"NCAPH","NCAPH","Gene"
"PDS5A","PDS5A","Gene"
"CDKN2C","CDKN2C","Gene"
"OPTN","OPTN","Gene"
"HJURP","HJURP","Gene"
"CEP250","CEP250","Gene"
"TUBGCP3","TUBGCP3","Gene"
"PKMYT1","PKMYT1","Gene"
"AKAP9","AKAP9","Gene"
"TUBGCP6","TUBGCP6","Gene"
"HERC2","HERC2","Gene"
"ARPP19","ARPP19","Gene"
"CDKN2D","CDKN2D","Gene"
"MIS18BP1","MIS18BP1","Gene"
"CDKN1C","CDKN1C","Gene"
"MAU2","MAU2","Gene"
"TUBGCP2","TUBGCP2","Gene"
"DKC1","DKC1","Gene"
"GINS2","GINS2","Gene"
"HAUS8","HAUS8","Gene"
"TUBG1","TUBG1","Gene"
"LPIN3","LPIN3","Gene"
"CCNB1","CCNB1","Gene"
"CDK7","CDK7","Gene"
"LPIN1","LPIN1","Gene"
"CCNH","CCNH","Gene"
"CABLES1","CABLES1","Gene"
"ESPL1","ESPL1","Gene"
"MDM2","MDM2","Gene"
"BORA","BORA","Gene"
"HUS1","HUS1","Gene"
"BRIP1","BRIP1","Gene"
"ODF2","ODF2","Gene"
"SMC2","SMC2","Gene"
"CDK5RAP2","CDK5RAP2","Gene"
"DCTN3","DCTN3","Gene"
"MDC1","MDC1","Gene"
"NUMA1","NUMA1","Gene"
"AC027237.1","AC027237.1","Gene"
"HAUS2","HAUS2","Gene"
"TUBGCP4","TUBGCP4","Gene"
"RAB1A","RAB1A","Gene"
"ACTR1A","ACTR1A","Gene"
"DNA2","DNA2","Gene"
"BARD1","BARD1","Gene"
"USO1","USO1","Gene"
"PHLDA1","PHLDA1","Gene"
"NEDD1","NEDD1","Gene"
"RB1","RB1","Gene"
"ESCO1","ESCO1","Gene"
"WRAP53","WRAP53","Gene"
"TP53","TP53","Gene"
"CSNK1D","CSNK1D","Gene"
"CEP131","CEP131","Gene"
"PLK4","PLK4","Gene"
"NME7","NME7","Gene"
"COP1","COP1","Gene"
"ENSA","ENSA","Gene"
"SKP2","SKP2","Gene"
"NHP2","NHP2","Gene"
"CDCA5","CDCA5","Gene"
"NCAPG2","NCAPG2","Gene"
"HDAC8","HDAC8","Gene"
"MCPH1","MCPH1","Gene"
"CETN2","CETN2","Gene"
"GINS4","GINS4","Gene"
"HAUS6","HAUS6","Gene"
"CDKN2B","CDKN2B","Gene"
"CDKN2A","CDKN2A","Gene"
"CEP78","CEP78","Gene"
"RAD9B","RAD9B","Gene"
"NEK7","NEK7","Gene"
"NCAPD3","NCAPD3","Gene"
"CENPJ","CENPJ","Gene"
"MZT2B","MZT2B","Gene"
"HAUS1","HAUS1","Gene"
"RAD17","RAD17","Gene"
"SMARCA5","SMARCA5","Gene"
"FBXL18","FBXL18","Gene"
"CCNB2","CCNB2","Gene"
"BABAM2","BABAM2","Gene"
"MIS18A","MIS18A","Gene"
"PCNT","PCNT","Gene"
"ZNF385A","ZNF385A","Gene"
"LEMD2","LEMD2","Gene"
"ABRAXAS1","ABRAXAS1","Gene"
"TOPBP1","TOPBP1","Gene"
"RNF168","RNF168","Gene"
"ATRIP","ATRIP","Gene"
"NIPBL","NIPBL","Gene"
"PTTG1","PTTG1","Gene"
"WRN","WRN","Gene"
"CEP57","CEP57","Gene"
"WEE1","WEE1","Gene"
"GOLGA2","GOLGA2","Gene"
"PPP2R3B","PPP2R3B","Gene"
"RAB8A","RAB8A","Gene"
"TK1","TK1","Gene"
"E2F6","E2F6","Gene"
"UBE2V2","UBE2V2","Gene"
"CENPX","CENPX","Gene"
"ESCO2","ESCO2","Gene"
"RHNO1","RHNO1","Gene"
"RRM2","RRM2","Gene"
"RAD9A","RAD9A","Gene"
"PHF8","PHF8","Gene"
"CKS1B","CKS1B","Gene"
"MZT2A","MZT2A","Gene"
"LEMD3","LEMD3","Gene"
"EXO1","EXO1","Gene"
"CEP135","CEP135","Gene"
"RAB1B","RAB1B","Gene"
"DCTN2","DCTN2","Gene"
"BANF1","BANF1","Gene"
"PPP2R2D","PPP2R2D","Gene"
"RMI2","RMI2","Gene"
"CTDNEP1","CTDNEP1","Gene"
"SSNA1","SSNA1","Gene"
"TYMS","TYMS","Gene"
"ANKLE2","ANKLE2","Gene"
"UBE2N","UBE2N","Gene"
"RMI1","RMI1","Gene"
"NPM1","NPM1","Gene"
"GINS3","GINS3","Gene"
"CEP63","CEP63","Gene"
"RUVBL2","RUVBL2","Gene"
"TUBB","TUBB","Gene"
"FBXL7","FBXL7","Gene"
"CHEK2","CHEK2","Gene"
"KMT5A","KMT5A","Gene"
"BRCC3","BRCC3","Gene"
"SFI1","SFI1","Gene"
"MDM4","MDM4","Gene"
"CEP290","CEP290","Gene"
"CENPW","CENPW","Gene"
"FKBPL","FKBPL","Gene"
"DCTN1","DCTN1","Gene"
"MZT1","MZT1","Gene"
"CNEP1R1","CNEP1R1","Gene"
"LCMT1","LCMT1","Gene"
"FGFR1OP","FGFR1OP","Gene"
"HAUS7","HAUS7","Gene"
"HAUS3","HAUS3","Gene"
"PPME1","PPME1","Gene"
"PPP2R2A","PPP2R2A","Gene"
"CDK11B","CDK11B","Gene"
"HAUS5","HAUS5","Gene"
"TUBGCP5","TUBGCP5","Gene"
"GABRA1","GABRA1","Gene"
"TAB2","TAB2","Gene"
"ERBB3","ERBB3","Gene"
"NEDD4","NEDD4","Gene"
"ITCH","ITCH","Gene"
"PGR","PGR","Gene"
"ESR1","ESR1","Gene"
"ADAP1","ADAP1","Gene"
"HBEGF","HBEGF","Gene"
"SPARC","SPARC","Gene"
"GABRG2","GABRG2","Gene"
"STMN1","STMN1","Gene"
"WWP1","WWP1","Gene"
"MXD4","MXD4","Gene"
"EREG","EREG","Gene"
"GFAP","GFAP","Gene"
"CSN2","CSN2","Gene"
"YAP1","YAP1","Gene"
"EGF","EGF","Gene"
"GABRB2","GABRB2","Gene"
"NRG1","NRG1","Gene"
"NRG2","NRG2","Gene"
"S100B","S100B","Gene"
"GABRB1","GABRB1","Gene"
"GABRB3","GABRB3","Gene"
"NRG4","NRG4","Gene"
"BTC","BTC","Gene"
"ERBB4","ERBB4","Gene"
"GABRG3","GABRG3","Gene"
"NRG3","NRG3","Gene"
"WWOX","WWOX","Gene"
"GABRQ","GABRQ","Gene"
"ST3GAL1","ST3GAL1","Gene"
"ST6GALNAC2","ST6GALNAC2","Gene"
"ST6GAL1","ST6GAL1","Gene"
"GALNT16","GALNT16","Gene"
"C1GALT1","C1GALT1","Gene"
"GALNTL5","GALNTL5","Gene"
"GALNT7","GALNT7","Gene"
"ST3GAL4","ST3GAL4","Gene"
"GALNT18","GALNT18","Gene"
"GALNT3","GALNT3","Gene"
"MUC5B","MUC5B","Gene"
"A4GNT","A4GNT","Gene"
"B4GALT6","B4GALT6","Gene"
"GALNT12","GALNT12","Gene"
"GCNT7","GCNT7","Gene"
"ST3GAL3","ST3GAL3","Gene"
"GALNT8","GALNT8","Gene"
"GALNT15","GALNT15","Gene"
"GALNT5","GALNT5","Gene"
"ST6GALNAC4","ST6GALNAC4","Gene"
"GALNT6","GALNT6","Gene"
"GCNT3","GCNT3","Gene"
"CHST4","CHST4","Gene"
"GALNT1","GALNT1","Gene"
"GALNT2","GALNT2","Gene"
"GALNT13","GALNT13","Gene"
"MUC4","MUC4","Gene"
"B3GNT7","B3GNT7","Gene"
"ST3GAL2","ST3GAL2","Gene"
"GALNT14","GALNT14","Gene"
"B4GALT5","B4GALT5","Gene"
"GALNT10","GALNT10","Gene"
"MUC15","MUC15","Gene"
"MUC17","MUC17","Gene"
"MUC3A","MUC3A","Gene"
"B3GNT2","B3GNT2","Gene"
"C1GALT1C1","C1GALT1C1","Gene"
"MUC7","MUC7","Gene"
"MUCL1","MUCL1","Gene"
"MUC13","MUC13","Gene"
"GALNTL6","GALNTL6","Gene"
"B3GNTL1","B3GNTL1","Gene"
"B3GNT4","B3GNT4","Gene"
"B3GNT5","B3GNT5","Gene"
"GCNT4","GCNT4","Gene"
"MUC20","MUC20","Gene"
"B3GNT8","B3GNT8","Gene"
"GALNT11","GALNT11","Gene"
"B3GNT3","B3GNT3","Gene"
"MUC16","MUC16","Gene"
"GALNT9","GALNT9","Gene"
"ST6GALNAC3","ST6GALNAC3","Gene"
"MUC6","MUC6","Gene"
"GALNT17","GALNT17","Gene"
"MUC1","MUC1","Gene"
"GCNT1","GCNT1","Gene"
"B3GNT6","B3GNT6","Gene"
"MUC21","MUC21","Gene"
"MUC12","MUC12","Gene"
"MUC5AC","MUC5AC","Gene"
"B3GNT9","B3GNT9","Gene"
"GALNT4","GALNT4","Gene"
"MRI1","MRI1","Gene"
"MTAP","MTAP","Gene"
"TXN2","TXN2","Gene"
"AHCY","AHCY","Gene"
"ETHE1","ETHE1","Gene"
"CTH","CTH","Gene"
"GOT1","GOT1","Gene"
"GOT2","GOT2","Gene"
"MPST","MPST","Gene"
"TST","TST","Gene"
"CDO1","CDO1","Gene"
"BHMT2","BHMT2","Gene"
"SQOR","SQOR","Gene"
"SUOX","SUOX","Gene"
"CSAD","CSAD","Gene"
"GADL1","GADL1","Gene"
"ENOPH1","ENOPH1","Gene"
"BHMT","BHMT","Gene"
"APIP","APIP","Gene"
"MAT1A","MAT1A","Gene"
"CBS","CBS","Gene"
"ADO","ADO","Gene"
"ADI1","ADI1","Gene"
"SLC25A10","SLC25A10","Gene"
"TSTD1","TSTD1","Gene"
"CBSL","CBSL","Gene"
"EIF2AK2","EIF2AK2","Gene"
"EIF4G3","EIF4G3","Gene"
"AC004551.1","AC004551.1","Gene"
"KPNA3","KPNA3","Gene"
"DDX58","DDX58","Gene"
"KPNB1","KPNB1","Gene"
"EIF4G2","EIF4G2","Gene"
"OAS3","OAS3","Gene"
"OAS2","OAS2","Gene"
"KPNA1","KPNA1","Gene"
"TRIM25","TRIM25","Gene"
"IRF3","IRF3","Gene"
"OASL","OASL","Gene"
"RNASEL","RNASEL","Gene"
"EIF4E2","EIF4E2","Gene"
"FLNB","FLNB","Gene"
"PPM1B","PPM1B","Gene"
"HERC5","HERC5","Gene"
"UBE2L6","UBE2L6","Gene"
"MX1","MX1","Gene"
"USP41","USP41","Gene"
"JAK1","JAK1","Gene"
"EIF4E3","EIF4E3","Gene"
"ABCE1","ABCE1","Gene"
"ARIH1","ARIH1","Gene"
"PDE12","PDE12","Gene"
"UBA7","UBA7","Gene"
"MX2","MX2","Gene"
"USP18","USP18","Gene"
"KPNA7","KPNA7","Gene"
"IFIT1","IFIT1","Gene"
"KPNA4","KPNA4","Gene"
"ISG15","ISG15","Gene"
"KPNA5","KPNA5","Gene"
"MATK","MATK","Gene"
"PTPN18","PTPN18","Gene"
"STUB1","STUB1","Gene"
"ERBIN","ERBIN","Gene"
"PTPN12","PTPN12","Gene"
"MEMO1","MEMO1","Gene"
"CUL5","CUL5","Gene"
"RNF41","RNF41","Gene"
"ALDH3B1","ALDH3B1","Gene"
"SPHK2","SPHK2","Gene"
"PLPP1","PLPP1","Gene"
"ALDH3A2","ALDH3A2","Gene"
"ACER3","ACER3","Gene"
"SPTLC1","SPTLC1","Gene"
"CERS4","CERS4","Gene"
"SPTLC2","SPTLC2","Gene"
"VAPA","VAPA","Gene"
"FA2H","FA2H","Gene"
"PRKD2","PRKD2","Gene"
"COL4A3BP","COL4A3BP","Gene"
"PRKD3","PRKD3","Gene"
"KDSR","KDSR","Gene"
"ORMDL2","ORMDL2","Gene"
"VAPB","VAPB","Gene"
"SGPP1","SGPP1","Gene"
"ORMDL1","ORMDL1","Gene"
"ALDH3B2","ALDH3B2","Gene"
"CERS5","CERS5","Gene"
"PLPP2","PLPP2","Gene"
"CERS2","CERS2","Gene"
"DEGS1","DEGS1","Gene"
"CERS3","CERS3","Gene"
"SAMD8","SAMD8","Gene"
"PLPP3","PLPP3","Gene"
"SGPP2","SGPP2","Gene"
"PPM1L","PPM1L","Gene"
"SGMS2","SGMS2","Gene"
"SPTSSA","SPTSSA","Gene"
"SGPL1","SGPL1","Gene"
"ACER1","ACER1","Gene"
"DEGS2","DEGS2","Gene"
"ORMDL3","ORMDL3","Gene"
"CERS6","CERS6","Gene"
"SPTLC3","SPTLC3","Gene"
"SPHK1","SPHK1","Gene"
"ACER2","ACER2","Gene"
"PRKD1","PRKD1","Gene"
"SPTSSB","SPTSSB","Gene"
"SGMS1","SGMS1","Gene"
"CERS1","CERS1","Gene"
"DEFB127","DEFB127","Gene"
"CCR6","CCR6","Gene"
"CCR2","CCR2","Gene"
"DEFB126","DEFB126","Gene"
"DEFB129","DEFB129","Gene"
"ART1","ART1","Gene"
"DEFB118","DEFB118","Gene"
"DEFA5","DEFA5","Gene"
"DEFA4","DEFA4","Gene"
"DEFA6","DEFA6","Gene"
"DEFB1","DEFB1","Gene"
"DEFB4A","DEFB4A","Gene"
"DEFB104A","DEFB104A","Gene"
"DEFB103A","DEFB103A","Gene"
"DEFB104B","DEFB104B","Gene"
"DEFB103B","DEFB103B","Gene"
"DEFB4B","DEFB4B","Gene"
"DEFB114","DEFB114","Gene"
"DEFB125","DEFB125","Gene"
"DEFB124","DEFB124","Gene"
"DEFB123","DEFB123","Gene"
"DEFB119","DEFB119","Gene"
"DEFB112","DEFB112","Gene"
"DEFB108B","DEFB108B","Gene"
"DEFB128","DEFB128","Gene"
"DEFB131A","DEFB131A","Gene"
"DEFB132","DEFB132","Gene"
"DEFB105A","DEFB105A","Gene"
"DEFB107A","DEFB107A","Gene"
"DEFB106A","DEFB106A","Gene"
"DEFB105B","DEFB105B","Gene"
"DEFB106B","DEFB106B","Gene"
"DEFB107B","DEFB107B","Gene"
"DEFB110","DEFB110","Gene"
"DEFB121","DEFB121","Gene"
"DEFB134","DEFB134","Gene"
"DEFB135","DEFB135","Gene"
"DEFB136","DEFB136","Gene"
"DEFA1","DEFA1","Gene"
"DEFB113","DEFB113","Gene"
"DEFB133","DEFB133","Gene"
"DEFB116","DEFB116","Gene"
"DEFB115","DEFB115","Gene"
"DEFB130A","DEFB130A","Gene"
"DEFB130B","DEFB130B","Gene"
"DEFA3","DEFA3","Gene"
"DEFA1B","DEFA1B","Gene"
"PRSS2","PRSS2","Gene"
"AREG","AREG","Gene"
"TGFA","TGFA","Gene"
"EPGN","EPGN","Gene"
"ARSD","ARSD","Gene"
"HEXB","HEXB","Gene"
"GALC","GALC","Gene"
"ARSF","ARSF","Gene"
"CTSA","CTSA","Gene"
"GBA2","GBA2","Gene"
"ARSA","ARSA","Gene"
"CERK","CERK","Gene"
"STS","STS","Gene"
"GLA","GLA","Gene"
"SMPD3","SMPD3","Gene"
"ASAH1","ASAH1","Gene"
"ARSB","ARSB","Gene"
"NEU2","NEU2","Gene"
"ESYT2","ESYT2","Gene"
"SUMF2","SUMF2","Gene"
"B4GALNT1","B4GALNT1","Gene"
"SMPD2","SMPD2","Gene"
"SMPD4","SMPD4","Gene"
"GLTP","GLTP","Gene"
"ESYT1","ESYT1","Gene"
"ARSG","ARSG","Gene"
"SUMF1","SUMF1","Gene"
"UGCG","UGCG","Gene"
"ARSE","ARSE","Gene"
"ESYT3","ESYT3","Gene"
"NEU3","NEU3","Gene"
"GLB1L","GLB1L","Gene"
"ARSK","ARSK","Gene"
"SMPD1","SMPD1","Gene"
"B3GALNT1","B3GALNT1","Gene"
"GLB1","GLB1","Gene"
"UGT8","UGT8","Gene"
"GBA","GBA","Gene"
"ARSJ","ARSJ","Gene"
"ENPP7","ENPP7","Gene"
"ARSI","ARSI","Gene"
"ASAH2","ASAH2","Gene"
"GM2A","GM2A","Gene"
"PSAP","PSAP","Gene"
"NEU4","NEU4","Gene"
"NEU1","NEU1","Gene"
"ARSH","ARSH","Gene"
"HEXA","HEXA","Gene"
"CPTP","CPTP","Gene"
"MMP25","MMP25","Gene"
"DCN","DCN","Gene"
"CD44","CD44","Gene"
"TIMP2","TIMP2","Gene"
"TLL1","TLL1","Gene"
"ELN","ELN","Gene"
"COL23A1","COL23A1","Gene"
"COL11A1","COL11A1","Gene"
"CAPN6","CAPN6","Gene"
"COL19A1","COL19A1","Gene"
"COL16A1","COL16A1","Gene"
"CAPN3","CAPN3","Gene"
"TLL2","TLL2","Gene"
"MMP11","MMP11","Gene"
"CTSG","CTSG","Gene"
"TIMP1","TIMP1","Gene"
"MMP15","MMP15","Gene"
"CAPN15","CAPN15","Gene"
"COL12A1","COL12A1","Gene"
"COL7A1","COL7A1","Gene"
"FN1","FN1","Gene"
"NID1","NID1","Gene"
"CTSD","CTSD","Gene"
"MMP8","MMP8","Gene"
"SPP1","SPP1","Gene"
"PLG","PLG","Gene"
"MMP19","MMP19","Gene"
"COL10A1","COL10A1","Gene"
"MMP24","MMP24","Gene"
"LAMA5","LAMA5","Gene"
"CAPN7","CAPN7","Gene"
"BCAN","BCAN","Gene"
"ADAMTS8","ADAMTS8","Gene"
"CAPN9","CAPN9","Gene"
"CAPN11","CAPN11","Gene"
"MMP7","MMP7","Gene"
"MMP20","MMP20","Gene"
"MMP13","MMP13","Gene"
"FBN2","FBN2","Gene"
"ADAMTS18","ADAMTS18","Gene"
"CAPN10","CAPN10","Gene"
"FBN3","FBN3","Gene"
"CTSK","CTSK","Gene"
"ADAM15","ADAM15","Gene"
"COL8A1","COL8A1","Gene"
"ADAMTS16","ADAMTS16","Gene"
"SCUBE3","SCUBE3","Gene"
"CAPN5","CAPN5","Gene"
"MMP3","MMP3","Gene"
"ADAM8","ADAM8","Gene"
"CAST","CAST","Gene"
"ADAMTS1","ADAMTS1","Gene"
"ADAMTS5","ADAMTS5","Gene"
"MMP16","MMP16","Gene"
"MMP14","MMP14","Gene"
"ACAN","ACAN","Gene"
"ADAMTS4","ADAMTS4","Gene"
"SCUBE1","SCUBE1","Gene"
"COL26A1","COL26A1","Gene"
"CAPN2","CAPN2","Gene"
"CAPN13","CAPN13","Gene"
"ADAMTS9","ADAMTS9","Gene"
"KLKB1","KLKB1","Gene"
"CTSB","CTSB","Gene"
"HTRA1","HTRA1","Gene"
"FBN1","FBN1","Gene"
"MMP10","MMP10","Gene"
"BMP1","BMP1","Gene"
"ADAM9","ADAM9","Gene"
"KLK7","KLK7","Gene"
"COL8A2","COL8A2","Gene"
"TPSAB1","TPSAB1","Gene"
"PHYKPL","PHYKPL","Gene"
"CAPN12","CAPN12","Gene"
"COL18A1","COL18A1","Gene"
"TMPRSS6","TMPRSS6","Gene"
"COL14A1","COL14A1","Gene"
"COL25A1","COL25A1","Gene"
"OPTC","OPTC","Gene"
"SPOCK3","SPOCK3","Gene"
"MMP1","MMP1","Gene"
"COL13A1","COL13A1","Gene"
"ELANE","ELANE","Gene"
"COL4A6","COL4A6","Gene"
"MMP17","MMP17","Gene"
"CAPN8","CAPN8","Gene"
"COL11A2","COL11A2","Gene"
"COL15A1","COL15A1","Gene"
"CAPN14","CAPN14","Gene"
"CAPNS2","CAPNS2","Gene"
"MMP12","MMP12","Gene"
"SLC25A13","SLC25A13","Gene"
"OTC","OTC","Gene"
"BCS1L","BCS1L","Gene"
"TIMM21","TIMM21","Gene"
"TIMM13","TIMM13","Gene"
"HSCB","HSCB","Gene"
"TOMM22","TOMM22","Gene"
"SAMM50","SAMM50","Gene"
"TIMM9","TIMM9","Gene"
"TAZ","TAZ","Gene"
"CMC2","CMC2","Gene"
"TIMM44","TIMM44","Gene"
"TIMM50","TIMM50","Gene"
"PMPCB","PMPCB","Gene"
"CHCHD2","CHCHD2","Gene"
"CHCHD3","CHCHD3","Gene"
"PITRM1","PITRM1","Gene"
"GRPEL1","GRPEL1","Gene"
"ATP5F1B","ATP5F1B","Gene"
"HSPA9","HSPA9","Gene"
"SLC25A12","SLC25A12","Gene"
"CHCHD5","CHCHD5","Gene"
"TIMM17B","TIMM17B","Gene"
"TIMM8A","TIMM8A","Gene"
"GFER","GFER","Gene"
"MTX2","MTX2","Gene"
"TOMM40","TOMM40","Gene"
"TIMM10B","TIMM10B","Gene"
"TIMM17A","TIMM17A","Gene"
"TIMM10","TIMM10","Gene"
"COX17","COX17","Gene"
"HSPD1","HSPD1","Gene"
"TIMM8B","TIMM8B","Gene"
"SLC25A4","SLC25A4","Gene"
"ATP5F1A","ATP5F1A","Gene"
"TOMM70","TOMM70","Gene"
"ATP5MC1","ATP5MC1","Gene"
"CHCHD4","CHCHD4","Gene"
"GRPEL2","GRPEL2","Gene"
"FXN","FXN","Gene"
"PMPCA","PMPCA","Gene"
"NDUFB8","NDUFB8","Gene"
"LDHD","LDHD","Gene"
"COA6","COA6","Gene"
"SLC25A6","SLC25A6","Gene"
"CHCHD7","CHCHD7","Gene"
"MTX1","MTX1","Gene"
"TOMM20","TOMM20","Gene"
"TOMM5","TOMM5","Gene"
"TIMM22","TIMM22","Gene"
"CYC1","CYC1","Gene"
"COA4","COA4","Gene"
"CMC4","CMC4","Gene"
"TOMM7","TOMM7","Gene"
"DNAJC19","DNAJC19","Gene"
"TOMM6","TOMM6","Gene"
"PAM16","PAM16","Gene"
"COX19","COX19","Gene"
"CHCHD10","CHCHD10","Gene"
"TIMM23","TIMM23","Gene"
"WWTR1","WWTR1","Gene"
"STK4","STK4","Gene"
"STK3","STK3","Gene"
"WWC1","WWC1","Gene"
"AMOTL2","AMOTL2","Gene"
"MOB1A","MOB1A","Gene"
"AMOT","AMOT","Gene"
"LATS1","LATS1","Gene"
"NPHP4","NPHP4","Gene"
"LATS2","LATS2","Gene"
"SAV1","SAV1","Gene"
"AMOTL1","AMOTL1","Gene"
"MOB1B","MOB1B","Gene"
"DTX2","DTX2","Gene"
"JAG1","JAG1","Gene"
"MIB1","MIB1","Gene"
"NEURL1","NEURL1","Gene"
"DTX4","DTX4","Gene"
"DLL4","DLL4","Gene"
"DTX1","DTX1","Gene"
"JAG2","JAG2","Gene"
"DLK1","DLK1","Gene"
"DNER","DNER","Gene"
"MIB2","MIB2","Gene"
"DLL1","DLL1","Gene"
"NEURL1B","NEURL1B","Gene"
"LGMN","LGMN","Gene"
"TLR8","TLR8","Gene"
"UNC93B1","UNC93B1","Gene"
"CNPY3","CNPY3","Gene"
"TLR3","TLR3","Gene"
"HSP90B1","HSP90B1","Gene"
"TLR7","TLR7","Gene"
"TLR9","TLR9","Gene"
"TACC3","TACC3","Gene"
"FLT4","FLT4","Gene"
"ACTA2","ACTA2","Gene"
"FBXW7","FBXW7","Gene"
"NOTCH2","NOTCH2","Gene"
"HEY2","HEY2","Gene"
"HEY1","HEY1","Gene"
"HES5","HES5","Gene"
"NOTCH4","NOTCH4","Gene"
"NFATC3","NFATC3","Gene"
"FKBP1A","FKBP1A","Gene"
"NFKBIA","NFKBIA","Gene"
"NFATC2","NFATC2","Gene"
"NFKBIB","NFKBIB","Gene"
