"Source","Target","pval","comm","logpval"
"eNOS activation and regulation","Growth hormone receptor signaling",1,0,0
"eNOS activation and regulation","Heparan sulfate/heparin (HS-GAG) metabolism",1,0,0
"eNOS activation and regulation","Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",1,0,0
"eNOS activation and regulation","Hyaluronan metabolism",1,0,0
"eNOS activation and regulation","Integrin cell surface interactions",1,0,0
"eNOS activation and regulation","Interferon alpha/beta signaling",1,0,0
"eNOS activation and regulation","Interferon gamma signaling",1,0,0
"eNOS activation and regulation","Interleukin-6 family signaling",1,0,0
"eNOS activation and regulation","Intrinsic Pathway for Apoptosis",0.162135915442949,1,1.81932031128455
"eNOS activation and regulation","Iron uptake and transport",1,0,0
"eNOS activation and regulation","ISG15 antiviral mechanism",1,0,0
"eNOS activation and regulation","Keratan sulfate/keratin metabolism",1,0,0
"eNOS activation and regulation","L1CAM interactions",0.334132812109801,1,1.09621672399638
"eNOS activation and regulation","Lipid digestion, mobilization, and transport",0.259154976274813,1,1.35032903223554
"eNOS activation and regulation","Macroautophagy",1,0,0
"eNOS activation and regulation","MAP2K and MAPK activation",1,0,0
"eNOS activation and regulation","Metabolism of nucleotides",1,0,0
"eNOS activation and regulation","Metabolism of porphyrins",1,0,0
"eNOS activation and regulation","Metabolism of water-soluble vitamins and cofactors",0.345438801276349,1,1.06293978235729
"eNOS activation and regulation","Metal ion SLC transporters",1,0,0
"eNOS activation and regulation","Miscellaneous transport and binding events",1,0,0
"eNOS activation and regulation","Mitochondrial biogenesis",1,0,0
"eNOS activation and regulation","MyD88-independent TLR3/TLR4 cascade",1,0,0
"eNOS activation and regulation","Myogenesis",1,0,0
"eNOS activation and regulation","NCAM1 interactions",1,0,0
"eNOS activation and regulation","Negative regulation of MAPK pathway",1,0,0
"eNOS activation and regulation","Negative regulation of the PI3K/AKT network",0.316825381020625,1,1.14940450539302
"eNOS activation and regulation","Netrin-1 signaling",0.162135915442949,1,1.81932031128455
"eNOS activation and regulation","Neurotransmitter Release Cycle",1,0,0
"eNOS activation and regulation","N-glycan trimming in the ER and Calnexin/Calreticulin cycle",1,0,0
"eNOS activation and regulation","Non-integrin membrane-ECM interactions",1,0,0
"eNOS activation and regulation","Nuclear Receptor transcription pathway",1,0,0
"eNOS activation and regulation","Nuclear signaling by ERBB4",1,0,0
"eNOS activation and regulation","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",1,0,0
"eNOS activation and regulation","Opioid Signalling",0.290060855020807,1,1.23766453311664
"eNOS activation and regulation","Oxidative Stress Induced Senescence",1,0,0
"eNOS activation and regulation","p75 NTR receptor-mediated signalling",1,0,0
"eNOS activation and regulation","Peptide hormone metabolism",1,0,0
"eNOS activation and regulation","Peroxisomal lipid metabolism",1,0,0
"eNOS activation and regulation","Phase 0 - rapid depolarisation",0.169196784370958,1,1.77669283689038
"eNOS activation and regulation","Phase 1 - Functionalization of compounds",1,0,0
"eNOS activation and regulation","Phase II conjugation",1,0,0
"eNOS activation and regulation","PI Metabolism",1,0,0
"eNOS activation and regulation","Pink/Parkin Mediated Mitophagy",1,0,0
"eNOS activation and regulation","PIWI-interacting RNA (piRNA) biogenesis",0.114831648097028,1,2.1642881528018
"eNOS activation and regulation","Platelet Aggregation (Plug Formation)",0.144233482077895,1,1.93632188914264
"eNOS activation and regulation","Platelet homeostasis",0.00531069262145048,3,5.23803301504983
"eNOS activation and regulation","Polo-like kinase mediated events",1,0,0
"eNOS activation and regulation","Potassium Channels",1,0,0
"eNOS activation and regulation","Pre-NOTCH Expression and Processing",1,0,0
"eNOS activation and regulation","Pyruvate metabolism and Citric Acid (TCA) cycle",1,0,0
"eNOS activation and regulation","Rap1 signalling",1,0,0
"eNOS activation and regulation","Regulation of actin dynamics for phagocytic cup formation",0.0611315307198405,2,2.79472749485192
"eNOS activation and regulation","Regulation of beta-cell development",0.125968044832049,1,2.07172701663979
"eNOS activation and regulation","Regulation of cholesterol biosynthesis by SREBP (SREBF)",1,0,0
"eNOS activation and regulation","Regulation of FZD by ubiquitination",1,0,0
"eNOS activation and regulation","Regulation of Hypoxia-inducible Factor (HIF) by oxygen",1,0,0
"eNOS activation and regulation","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",1,0,0
"eNOS activation and regulation","Regulation of insulin secretion",1,0,0
"eNOS activation and regulation","Regulation of KIT signaling",1,0,0
"eNOS activation and regulation","Regulation of TP53 Activity through Acetylation",0.0921531729309154,1,2.38430316321909
"eNOS activation and regulation","Regulation of TP53 Activity through Methylation",1,0,0
"eNOS activation and regulation","Regulation of TP53 Activity through Phosphorylation",1,0,0
"eNOS activation and regulation","Regulation of TP53 Expression and Degradation",0.140609656043925,1,1.9617676245532
"eNOS activation and regulation","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",1,0,0
"eNOS activation and regulation","RMTs methylate histone arginines",1,0,0
"eNOS activation and regulation","SALM protein interactions at the synapse",1,0,0
"eNOS activation and regulation","Semaphorin interactions",0.246438260775097,1,1.40064378025762
"eNOS activation and regulation","Signaling by BMP",1,0,0
"eNOS activation and regulation","Signaling by ERBB2",0.0147919628812949,2,4.2136712942775
"eNOS activation and regulation","Signaling by FGFR in disease",1,0,0
"eNOS activation and regulation","Signaling by Hippo",1,0,0
"eNOS activation and regulation","Signaling by NODAL",1,0,0
"eNOS activation and regulation","Signaling by NOTCH1",1,0,0
"eNOS activation and regulation","Signaling by PTK6",0.246438260775097,1,1.40064378025762
"eNOS activation and regulation","Signaling by TGF-beta Receptor Complex",1,0,0
"eNOS activation and regulation","Sphingolipid metabolism",1,0,0
"eNOS activation and regulation","Steroid hormones",1,0,0
"eNOS activation and regulation","SUMO E3 ligases SUMOylate target proteins",1,0,0
"eNOS activation and regulation","Surfactant metabolism",1,0,0
"eNOS activation and regulation","Synthesis of PA",1,0,0
"eNOS activation and regulation","Synthesis of PC",1,0,0
"eNOS activation and regulation","The role of Nef in HIV-1 replication and disease pathogenesis",1,0,0
"eNOS activation and regulation","Tie2 Signaling",1,0,0
"eNOS activation and regulation","TP53 Regulates Metabolic Genes",0.299091136175461,1,1.20700694877212
"eNOS activation and regulation","TP53 Regulates Transcription of Cell Cycle Genes",1,0,0
"eNOS activation and regulation","TP53 Regulates Transcription of Cell Death Genes",1,0,0
"eNOS activation and regulation","Trafficking of AMPA receptors",1,0,0
"eNOS activation and regulation","Transcriptional regulation of pluripotent stem cells",1,0,0
"eNOS activation and regulation","Transcriptional regulation of white adipocyte differentiation",1,0,0
"eNOS activation and regulation","trans-Golgi Network Vesicle Budding",0.255995048683748,1,1.36259717576873
"eNOS activation and regulation","Translocation of GLUT4 to the plasma membrane",0.0254750710236622,2,3.67005491190227
"eNOS activation and regulation","Transport of vitamins, nucleosides, and related molecules",1,0,0
"eNOS activation and regulation","tRNA Aminoacylation",1,0,0
"eNOS activation and regulation","Unfolded Protein Response (UPR)",1,0,0
"eNOS activation and regulation","Uptake and actions of bacterial toxins",0.00548594971814875,2,5.20556505199383
"eNOS activation and regulation","Visual phototransduction",0.336976575457612,1,1.0877418600735
"eNOS activation and regulation","YAP1- and WWTR1 (TAZ)-stimulated gene expression",1,0,0
"EPH-Ephrin signaling","Formation of Fibrin Clot (Clotting Cascade)",1,0,0
"EPH-Ephrin signaling","G1 Phase",1,0,0
"EPH-Ephrin signaling","GABA receptor activation",1,0,0
"EPH-Ephrin signaling","Gamma carboxylation, hypusine formation and arylsulfatase activation",1,0,0
"EPH-Ephrin signaling","Glucose metabolism",1,0,0
"EPH-Ephrin signaling","Glyoxylate metabolism and glycine degradation",1,0,0
"EPH-Ephrin signaling","GPVI-mediated activation cascade",7.1769654770125e-05,7,9.54204880675924
"EPH-Ephrin signaling","Growth hormone receptor signaling",0.383112246501,1,0.959427260934466
"EPH-Ephrin signaling","Heparan sulfate/heparin (HS-GAG) metabolism",0.663910723048393,1,0.409607591785722
"EPH-Ephrin signaling","Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",1,0,0
"EPH-Ephrin signaling","Hyaluronan metabolism",1,0,0
"EPH-Ephrin signaling","Integrin cell surface interactions",0.741989959099484,1,0.298419568117255
"EPH-Ephrin signaling","Interferon alpha/beta signaling",1,0,0
"EPH-Ephrin signaling","Interferon gamma signaling",1,0,0
"EPH-Ephrin signaling","Interleukin-6 family signaling",1,0,0
"EPH-Ephrin signaling","Intrinsic Pathway for Apoptosis",1,0,0
"EPH-Ephrin signaling","Iron uptake and transport",1,0,0
"EPH-Ephrin signaling","ISG15 antiviral mechanism",1,0,0
"EPH-Ephrin signaling","Keratan sulfate/keratin metabolism",1,0,0
"EPH-Ephrin signaling","L1CAM interactions",3.43288737440256e-08,13,17.1872790367722
"EPH-Ephrin signaling","Lipid digestion, mobilization, and transport",1,0,0
"EPH-Ephrin signaling","Macroautophagy",1,0,0
"EPH-Ephrin signaling","MAP2K and MAPK activation",0.173997174024049,2,1.74871622114059
"EPH-Ephrin signaling","Metabolism of nucleotides",1,0,0
"EPH-Ephrin signaling","Metabolism of porphyrins",1,0,0
"EPH-Ephrin signaling","Metabolism of water-soluble vitamins and cofactors",1,0,0
"EPH-Ephrin signaling","Metal ion SLC transporters",1,0,0
"EPH-Ephrin signaling","Miscellaneous transport and binding events",1,0,0
"EPH-Ephrin signaling","Mitochondrial biogenesis",1,0,0
"EPH-Ephrin signaling","MyD88-independent TLR3/TLR4 cascade",1,0,0
"EPH-Ephrin signaling","Myogenesis",0.442346420472187,1,0.81566194715695
"EPH-Ephrin signaling","NCAM1 interactions",1,0,0
"EPH-Ephrin signaling","Negative regulation of MAPK pathway",0.553574958319559,1,0.591358109951128
"EPH-Ephrin signaling","Negative regulation of the PI3K/AKT network",0.538484847886916,2,0.618995920410319
"EPH-Ephrin signaling","Netrin-1 signaling",0.000155029140051753,6,8.77189745838098
"EPH-Ephrin signaling","Neurotransmitter Release Cycle",1,0,0
"EPH-Ephrin signaling","N-glycan trimming in the ER and Calnexin/Calreticulin cycle",1,0,0
"EPH-Ephrin signaling","Non-integrin membrane-ECM interactions",0.571295860026009,1,0.559848059862944
"EPH-Ephrin signaling","Nuclear Receptor transcription pathway",1,0,0
"EPH-Ephrin signaling","Nuclear signaling by ERBB4",0.000941812548449231,5,6.96770429634336
"EPH-Ephrin signaling","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",1,0,0
"EPH-Ephrin signaling","Opioid Signalling",1,0,0
"EPH-Ephrin signaling","Oxidative Stress Induced Senescence",1,0,0
"EPH-Ephrin signaling","p75 NTR receptor-mediated signalling",4.89318671239312e-10,14,21.4380071592785
"EPH-Ephrin signaling","Peptide hormone metabolism",1,0,0
"EPH-Ephrin signaling","Peroxisomal lipid metabolism",1,0,0
"EPH-Ephrin signaling","Phase 0 - rapid depolarisation",1,0,0
"EPH-Ephrin signaling","Phase 1 - Functionalization of compounds",1,0,0
"EPH-Ephrin signaling","Phase II conjugation",1,0,0
"EPH-Ephrin signaling","PI Metabolism",1,0,0
"EPH-Ephrin signaling","Pink/Parkin Mediated Mitophagy",1,0,0
"EPH-Ephrin signaling","PIWI-interacting RNA (piRNA) biogenesis",0.442346420472187,1,0.81566194715695
"EPH-Ephrin signaling","Platelet Aggregation (Plug Formation)",0.16688591804152,2,1.7904448255018
"EPH-Ephrin signaling","Platelet homeostasis",1,0,0
"EPH-Ephrin signaling","Polo-like kinase mediated events",1,0,0
"EPH-Ephrin signaling","Potassium Channels",1,0,0
"EPH-Ephrin signaling","Pre-NOTCH Expression and Processing",1,0,0
"EPH-Ephrin signaling","Pyruvate metabolism and Citric Acid (TCA) cycle",1,0,0
"EPH-Ephrin signaling","Rap1 signalling",1,0,0
"EPH-Ephrin signaling","Regulation of actin dynamics for phagocytic cup formation",5.62480431184922e-17,21,37.416760422418
"EPH-Ephrin signaling","Regulation of beta-cell development",1,0,0
"EPH-Ephrin signaling","Regulation of cholesterol biosynthesis by SREBP (SREBF)",1,0,0
"EPH-Ephrin signaling","Regulation of FZD by ubiquitination",1,0,0
"EPH-Ephrin signaling","Regulation of Hypoxia-inducible Factor (HIF) by oxygen",0.407518114008301,1,0.897669895735048
"EPH-Ephrin signaling","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",0.344626621542825,1,1.06529370441072
"EPH-Ephrin signaling","Regulation of insulin secretion",1,0,0
"EPH-Ephrin signaling","Regulation of KIT signaling",0.000222093878822078,4,8.41241038790259
"EPH-Ephrin signaling","Regulation of TP53 Activity through Acetylation",1,0,0
"EPH-Ephrin signaling","Regulation of TP53 Activity through Methylation",1,0,0
"EPH-Ephrin signaling","Regulation of TP53 Activity through Phosphorylation",1,0,0
"EPH-Ephrin signaling","Regulation of TP53 Expression and Degradation",1,0,0
"EPH-Ephrin signaling","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",1,0,0
"EPH-Ephrin signaling","RMTs methylate histone arginines",1,0,0
"EPH-Ephrin signaling","SALM protein interactions at the synapse",0.0698326135516392,2,2.6616541354776
"EPH-Ephrin signaling","Semaphorin interactions",3.18655254399763e-19,20,42.590177141686
"EPH-Ephrin signaling","Signaling by BMP",1,0,0
"EPH-Ephrin signaling","Signaling by ERBB2",0.000229427691634197,6,8.37992264724042
"EPH-Ephrin signaling","Signaling by FGFR in disease",0.720102329397739,1,0.328361952907192
"EPH-Ephrin signaling","Signaling by Hippo",1,0,0
"EPH-Ephrin signaling","Signaling by NODAL",1,0,0
"EPH-Ephrin signaling","Signaling by NOTCH1",0.00286093423897948,6,5.85660705050532
"EPH-Ephrin signaling","Signaling by PTK6",0.0433901204301989,4,3.13752350364683
"EPH-Ephrin signaling","Signaling by TGF-beta Receptor Complex",0.771684342856157,1,0.259179694883204
"EPH-Ephrin signaling","Sphingolipid metabolism",1,0,0
"EPH-Ephrin signaling","Steroid hormones",1,0,0
"EPH-Ephrin signaling","SUMO E3 ligases SUMOylate target proteins",1,0,0
"EPH-Ephrin signaling","Surfactant metabolism",1,0,0
"EPH-Ephrin signaling","Synthesis of PA",1,0,0
"EPH-Ephrin signaling","Synthesis of PC",1,0,0
"EPH-Ephrin signaling","The role of Nef in HIV-1 replication and disease pathogenesis",4.06172306573938e-08,8,17.0190734599427
"EPH-Ephrin signaling","Tie2 Signaling",0.303766828803337,1,1.19149488239432
"EPH-Ephrin signaling","TP53 Regulates Metabolic Genes",1,0,0
"EPH-Ephrin signaling","TP53 Regulates Transcription of Cell Cycle Genes",1,0,0
"EPH-Ephrin signaling","TP53 Regulates Transcription of Cell Death Genes",1,0,0
"EPH-Ephrin signaling","Trafficking of AMPA receptors",0.000315112248031792,5,8.06258163965564
"EPH-Ephrin signaling","Transcriptional regulation of pluripotent stem cells",0.571295860026009,1,0.559848059862944
"EPH-Ephrin signaling","Transcriptional regulation of white adipocyte differentiation",1,0,0
"EPH-Ephrin signaling","trans-Golgi Network Vesicle Budding",0.161834945322979,3,1.82117831916737
"EPH-Ephrin signaling","Translocation of GLUT4 to the plasma membrane",0.702490105266675,1,0.353123962903075
"EPH-Ephrin signaling","Transport of vitamins, nucleosides, and related molecules",1,0,0
"EPH-Ephrin signaling","tRNA Aminoacylation",1,0,0
"EPH-Ephrin signaling","Unfolded Protein Response (UPR)",1,0,0
